,0-media,0-std,0-min,0-25,0-mediana,0-75,0-max,1-media,1-std,1-min,1-25,1-mediana,1-75,1-max,2-media,2-std,2-min,2-25,2-mediana,2-75,2-max,3-media,3-std,3-min,3-25,3-mediana,3-75,3-max,4-media,4-std,4-min,4-25,4-mediana,4-75,4-max,5-media,5-std,5-min,5-25,5-mediana,5-75,5-max,6-media,6-std,6-min,6-25,6-mediana,6-75,6-max,7-media,7-std,7-min,7-25,7-mediana,7-75,7-max,8-media,8-std,8-min,8-25,8-mediana,8-75,8-max,9-media,9-std,9-min,9-25,9-mediana,9-75,9-max,10-media,10-std,10-min,10-25,10-mediana,10-75,10-max,11-media,11-std,11-min,11-25,11-mediana,11-75,11-max,12-media,12-std,12-min,12-25,12-mediana,12-75,12-max,13-media,13-std,13-min,13-25,13-mediana,13-75,13-max,14-media,14-std,14-min,14-25,14-mediana,14-75,14-max,15-media,15-std,15-min,15-25,15-mediana,15-75,15-max,Target,Position_right,Position_top
Cheez-150_432-right-4,3645.705,5411.6255247407125,0.0,0.0,0.0,8178.75,16962.0,1.505,12.130864341595203,0.0,0.0,0.0,0.0,114.0,5.025,29.303260530088263,0.0,0.0,0.0,0.0,255.0,4.3,26.92307802473206,0.0,0.0,0.0,0.0,232.0,954.98,1289.0513286598812,0.0,0.0,52.0,2341.75,3516.0,13.135,32.64346434450586,0.0,0.0,0.0,0.0,254.0,12.64,38.08130597368813,0.0,0.0,0.0,0.0,254.0,20.5125,45.268232525026285,0.0,0.0,0.0,10.0,254.0,1074.5625,1627.2436143814216,0.0,0.0,0.0,2300.0,4936.0,1.91,13.498237144717784,0.0,0.0,0.0,0.0,133.0,3.2825,21.984562680221856,0.0,0.0,0.0,0.0,247.0,2.0725,12.64067682231911,0.0,0.0,0.0,0.0,121.0,1.185,12.10814986829459,0.0,0.0,0.0,0.0,144.0,1.8925,14.027039543177523,0.0,0.0,0.0,0.0,111.0,3.855,29.374241951505116,0.0,0.0,0.0,0.0,292.0,2.3875,15.354371872172743,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_432-right-5,4112.1275,6084.132175756355,0.0,0.0,0.0,8560.25,17229.0,2.885,15.78860269109789,0.0,0.0,0.0,0.0,114.0,4.2625,29.93951452637766,0.0,0.0,0.0,0.0,236.0,4.5325,29.101566912141497,0.0,0.0,0.0,0.0,423.0,976.3075,1357.40733186662,0.0,0.0,41.0,2357.0,3932.0,9.94,31.69135932141603,0.0,0.0,0.0,0.0,287.0,17.1425,40.80925976978017,0.0,0.0,0.0,10.0,232.0,16.9175,43.51718116320263,0.0,0.0,0.0,0.0,353.0,992.9475,1516.7747191377132,0.0,0.0,0.0,2392.0,4647.0,1.73,11.91856663262992,0.0,0.0,0.0,0.0,118.0,3.4875,18.99927036588751,0.0,0.0,0.0,0.0,158.0,128.0825,348.73895371516306,0.0,0.0,0.0,0.0,1417.0,1.8,16.018785963967453,0.0,0.0,0.0,0.0,144.0,1.815,13.289179083064402,0.0,0.0,0.0,0.0,111.0,8.1625,44.7784419773041,0.0,0.0,0.0,0.0,292.0,1.91,13.227975974083384,0.0,0.0,0.0,0.0,116.0,Cheez,1,0
Cheez-150_432-right-6,3184.27,4799.037310740012,0.0,0.0,0.0,6962.0,13839.0,2.2025,13.633825462497821,0.0,0.0,0.0,0.0,114.0,3.665,24.844635533389617,0.0,0.0,0.0,0.0,273.0,7.3425,34.96464657371885,0.0,0.0,0.0,0.0,216.0,555.0525,950.8184838426316,0.0,0.0,20.0,1099.75,4129.0,12.69,38.30269757607196,0.0,0.0,0.0,0.0,353.0,20.235,57.2418671374675,0.0,0.0,0.0,0.0,671.0,15.315,44.861533276514386,0.0,0.0,0.0,0.0,386.0,209.96,380.5130139488809,0.0,0.0,0.0,89.75,1101.0,1.7975,12.479416385926529,0.0,0.0,0.0,0.0,118.0,3.8375,19.826593966710576,0.0,0.0,0.0,0.0,140.0,2.19,12.767592904358608,0.0,0.0,0.0,0.0,96.0,1.3475,13.519752327891148,0.0,0.0,0.0,0.0,144.0,2.74,16.25863641715881,0.0,0.0,0.0,0.0,111.0,9.8275,43.10473046221909,0.0,0.0,0.0,0.0,306.0,1.8125,12.593205143627005,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_432-right-7,3065.6825,4495.516266007571,0.0,0.0,0.0,7133.25,13200.0,1.9825,11.51449750888874,0.0,0.0,0.0,0.0,105.0,1.5775,13.149382472135262,0.0,0.0,0.0,0.0,163.0,2.915,21.334494995001137,0.0,0.0,0.0,0.0,200.0,659.4075,1060.508166102306,0.0,0.0,36.0,1009.0,3912.0,15.02,38.27816145154143,0.0,0.0,0.0,0.0,232.0,16.4575,43.16702066314427,0.0,0.0,0.0,10.0,342.0,23.4025,54.01183842896113,0.0,0.0,0.0,0.0,342.0,564.9375,911.6661513528712,0.0,0.0,0.0,781.0,2692.0,1.1,11.200161115919526,0.0,0.0,0.0,0.0,148.0,2.345,13.13820787876575,0.0,0.0,0.0,0.0,140.0,2.1,12.308075471190161,0.0,0.0,0.0,0.0,96.0,1.5625,14.23772720415199,0.0,0.0,0.0,0.0,144.0,2.4575,15.66706213173348,0.0,0.0,0.0,0.0,111.0,11.935,50.915633939376804,0.0,0.0,0.0,0.0,306.0,1.4775,12.225307321198303,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_432-right-8,2456.6625,3647.2789443417196,0.0,0.0,0.0,5766.0,11529.0,4.865,22.126018093903173,0.0,0.0,0.0,0.0,150.0,5.22,33.2216162983332,0.0,0.0,0.0,0.0,255.0,2.605,18.392244606195643,0.0,0.0,0.0,0.0,200.0,998.6,1359.8861094137449,0.0,0.0,62.0,2322.0,4352.0,14.66,36.25548994812305,0.0,0.0,0.0,0.0,320.0,17.815,46.8236254978394,0.0,0.0,0.0,10.0,386.0,24.46,54.29911956896645,0.0,0.0,0.0,10.0,453.0,1137.45,1842.5321800680965,0.0,0.0,0.0,1738.0,7887.0,1.91,12.993034571200845,0.0,0.0,0.0,0.0,118.0,2.2175,15.239777583744711,0.0,0.0,0.0,0.0,140.0,1.8925,12.14783389831504,0.0,0.0,0.0,0.0,133.0,0.3775,7.207625713163253,0.0,0.0,0.0,0.0,144.0,3.4275,18.279910600956093,0.0,0.0,0.0,0.0,116.0,10.675,48.563725800839606,0.0,0.0,0.0,0.0,292.0,1.5225,11.551106609748576,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_432-right-9,3441.4675,4995.046362081355,0.0,0.0,0.0,8386.25,14058.0,3.3725,19.588082504177702,0.0,0.0,0.0,0.0,232.0,4.5775,30.420923312548673,0.0,0.0,0.0,0.0,236.0,4.405,25.913892017578988,0.0,0.0,0.0,0.0,200.0,916.6425,1241.0065583583637,0.0,0.0,20.0,2125.0,3406.0,17.0875,39.81586494732678,0.0,0.0,0.0,0.0,254.0,13.965,35.96132390558783,0.0,0.0,0.0,0.0,298.0,13.8575,37.55853835359045,0.0,0.0,0.0,0.0,254.0,917.2275,1371.977852888231,0.0,0.0,0.0,2348.0,3643.0,1.5775,11.695124350940501,0.0,0.0,0.0,0.0,118.0,2.8325,16.336972959017082,0.0,0.0,0.0,0.0,122.0,2.88,14.653409364889692,0.0,0.0,0.0,0.0,108.0,1.2725,12.528793654062037,0.0,0.0,0.0,0.0,144.0,1.06,10.127824646991092,0.0,0.0,0.0,0.0,111.0,9.02,42.80877337292251,0.0,0.0,0.0,0.0,306.0,2.92,16.234145147548748,0.0,0.0,0.0,0.0,116.0,Cheez,1,0
Cheez-150_432-top-0,1536.3525,2270.1942854032213,0.0,0.0,0.0,4057.0,7092.0,3.985,20.538606595927007,0.0,0.0,0.0,0.0,159.0,4.5275,28.721360258311492,0.0,0.0,0.0,0.0,236.0,4.1825,25.057911746647083,0.0,0.0,0.0,0.0,248.0,463.415,665.4037821189038,0.0,0.0,10.0,971.5,1791.0,12.7475,38.47596318622537,0.0,0.0,0.0,0.0,298.0,9.55,30.69173270019733,0.0,0.0,0.0,0.0,211.0,14.8475,40.33318930047403,0.0,0.0,0.0,0.0,276.0,2042.1225,2844.590481953192,0.0,0.0,0.0,5590.5,7363.0,2.915,19.598290933619605,0.0,0.0,0.0,0.0,178.0,3.4575,21.30958563298745,0.0,0.0,0.0,0.0,176.0,2.7175,18.685839430919145,0.0,0.0,0.0,0.0,244.0,2.12,17.307932033555996,0.0,0.0,0.0,0.0,151.0,2.655,16.24841538446952,0.0,0.0,0.0,0.0,116.0,5.9525,35.49619971540039,0.0,0.0,0.0,0.0,306.0,1.9325,13.99885221753985,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-1,2165.13,3314.314747230462,0.0,0.0,0.0,5241.0,9711.0,3.2175,18.116863570001215,0.0,0.0,0.0,0.0,141.0,3.0375,24.445040268617653,0.0,0.0,0.0,0.0,236.0,4.6525,28.513756847773383,0.0,0.0,0.0,0.0,216.0,549.13,749.7755708320639,0.0,0.0,0.0,1407.0,2322.0,10.125,29.41713436904104,0.0,0.0,0.0,0.0,168.0,9.415,28.764409486948146,0.0,0.0,0.0,0.0,189.0,9.2525,31.456199308520187,0.0,0.0,0.0,0.0,243.0,1133.39,1642.1093708595206,0.0,0.0,0.0,2197.75,4431.0,2.65,16.30451142266561,0.0,0.0,0.0,0.0,118.0,3.065,22.049290306209784,0.0,0.0,0.0,0.0,265.0,3.495,19.78341309238525,0.0,0.0,0.0,0.0,182.0,0.8425,10.621899813079489,0.0,0.0,0.0,0.0,151.0,1.4125,11.339700868606405,0.0,0.0,0.0,0.0,111.0,6.43,41.48925760049954,0.0,0.0,0.0,0.0,306.0,0.5525,7.63334222564634,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-2,1348.905,2035.4643558251146,0.0,0.0,0.0,3574.0,6456.0,2.075,14.535390222567257,0.0,0.0,0.0,0.0,141.0,6.88,33.14047869782204,0.0,0.0,0.0,0.0,236.0,2.1875,17.730715988749136,0.0,0.0,0.0,0.0,185.0,480.2175,676.8573889722014,0.0,0.0,0.0,1341.0,1735.0,10.795,31.29362879257573,0.0,0.0,0.0,0.0,211.0,5.755,23.21793825130926,0.0,0.0,0.0,0.0,157.0,9.3,31.83769931613076,0.0,0.0,0.0,0.0,211.0,867.9525,1376.83452291933,0.0,0.0,0.0,987.25,3720.0,1.77,14.633435810124041,0.0,0.0,0.0,0.0,163.0,2.4525,20.11888833707765,0.0,0.0,0.0,0.0,229.0,2.795,15.703805231435725,0.0,0.0,0.0,0.0,157.0,3.385,27.210619609793437,0.0,0.0,0.0,0.0,310.0,1.6125,12.610110267257078,0.0,0.0,0.0,0.0,111.0,8.745,44.10462583505431,0.0,0.0,0.0,0.0,306.0,1.965,14.464675665401684,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-3,1879.5375,3106.0262799472707,0.0,0.0,0.0,2941.25,10038.0,2.8625,16.559563448473266,0.0,0.0,0.0,0.0,114.0,3.21,22.078826655104855,0.0,0.0,0.0,0.0,218.0,5.3725,27.796859665584055,0.0,0.0,0.0,0.0,200.0,519.355,824.4891873305933,0.0,0.0,0.0,1188.25,2526.0,9.0225,27.825935752482042,0.0,0.0,0.0,0.0,189.0,9.2175,33.525738345023065,0.0,0.0,0.0,0.0,254.0,7.115,24.863875517794924,0.0,0.0,0.0,0.0,168.0,1710.7125,2399.5730311188577,0.0,0.0,0.0,4098.0,6586.0,2.315,14.863312893680042,0.0,0.0,0.0,0.0,118.0,2.225,15.699220963064251,0.0,0.0,0.0,0.0,140.0,2.9825,17.692363977370782,0.0,0.0,0.0,0.0,157.0,0.4825,7.599610447080055,0.0,0.0,0.0,0.0,144.0,0.775,7.965424972182465,0.0,0.0,0.0,0.0,111.0,11.1125,54.1312323852771,0.0,0.0,0.0,0.0,320.0,1.6425,13.02954782566733,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-4,1225.595,1777.2324620136371,0.0,0.0,0.0,3318.75,5650.0,2.7575,17.138348848507366,0.0,0.0,0.0,0.0,159.0,5.27,34.98036828584754,0.0,0.0,0.0,0.0,385.0,3.69,24.952464079909163,0.0,0.0,0.0,0.0,200.0,409.3575,611.9433686296253,0.0,0.0,0.0,938.0,1877.0,9.57,30.215767100201738,0.0,0.0,0.0,0.0,200.0,8.11,28.931045842379014,0.0,0.0,0.0,0.0,189.0,6.745,28.27133080283654,0.0,0.0,0.0,0.0,200.0,843.695,1320.707927799104,0.0,0.0,0.0,1121.5,3643.0,1.5025,10.97228194943705,0.0,0.0,0.0,0.0,103.0,2.4525,20.775871482072716,0.0,0.0,0.0,0.0,301.0,2.1925,13.450939118065179,0.0,0.0,0.0,0.0,121.0,3.0225,28.24839683165931,0.0,0.0,0.0,0.0,310.0,2.6,16.50290473406586,0.0,0.0,0.0,0.0,111.0,7.83,43.98081263118315,0.0,0.0,0.0,0.0,306.0,3.245,17.93667432146455,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-5,2762.395,4057.0100277035817,0.0,0.0,0.0,6804.75,10589.0,2.245,17.509323688826417,0.0,0.0,0.0,0.0,214.0,5.4875,33.37333204790853,0.0,0.0,0.0,0.0,255.0,3.49,22.106824267587456,0.0,0.0,0.0,0.0,200.0,568.1525,770.0418562615525,0.0,0.0,0.0,1541.0,2400.0,12.4275,40.207852744280665,0.0,0.0,0.0,0.0,254.0,5.57,21.48870659854118,0.0,0.0,0.0,0.0,168.0,7.81,28.709047764753322,0.0,0.0,0.0,0.0,211.0,2448.655,3516.9234420467496,0.0,0.0,0.0,4857.25,9695.0,2.645,16.294100751445168,0.0,0.0,0.0,0.0,118.0,3.76,21.793572435439362,0.0,0.0,0.0,0.0,176.0,1.32,9.7824762767545,0.0,0.0,0.0,0.0,96.0,1.4575,14.52327468303195,0.0,0.0,0.0,0.0,151.0,3.14,17.558649304930395,0.0,0.0,0.0,0.0,111.0,12.74,57.49200576442788,0.0,0.0,0.0,0.0,306.0,1.315,11.774437074487018,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-6,2204.4375,3350.8594754412093,0.0,0.0,0.0,4576.5,10460.0,2.6025,17.035992967566635,0.0,0.0,0.0,0.0,141.0,7.0375,38.57695617358943,0.0,0.0,0.0,0.0,329.0,4.275,28.929165500258694,0.0,0.0,0.0,0.0,359.0,501.9375,743.9509163975617,0.0,0.0,0.0,1276.0,2400.0,9.7975,32.02687614706356,0.0,0.0,0.0,0.0,211.0,8.5425,31.08688114298361,0.0,0.0,0.0,0.0,222.0,10.47,37.166280834617986,0.0,0.0,0.0,0.0,276.0,1892.3,2849.024836025602,0.0,0.0,0.0,3435.0,8681.0,2.8025,19.834490446648672,0.0,0.0,0.0,0.0,254.0,3.4875,19.254914257343383,0.0,0.0,0.0,0.0,140.0,3.9725,19.947719733252466,0.0,0.0,0.0,0.0,170.0,3.6825,22.46370938532566,0.0,0.0,0.0,0.0,151.0,2.03,14.129870242953684,0.0,0.0,0.0,0.0,111.0,10.5625,51.665407960251784,0.0,0.0,0.0,0.0,306.0,0.58,7.845219478872422,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-7,1630.505,2533.3621482944504,0.0,0.0,0.0,3813.0,9273.0,2.235,16.421294781647568,0.0,0.0,0.0,0.0,168.0,4.3075,29.969206313609014,0.0,0.0,0.0,0.0,236.0,2.7675,22.096925783300385,0.0,0.0,0.0,0.0,200.0,525.17,723.0011602995427,0.0,0.0,0.0,1263.0,2415.0,5.1525,20.869549323654056,0.0,0.0,0.0,0.0,136.0,6.5025,24.87542886369764,0.0,0.0,0.0,0.0,189.0,7.4875,27.700960303830332,0.0,0.0,0.0,0.0,189.0,1227.2075,1682.7413960435674,0.0,0.0,0.0,3089.0,4581.0,1.4325,11.001728902637005,0.0,0.0,0.0,0.0,118.0,4.3375,26.29462134218367,0.0,0.0,0.0,0.0,265.0,2.4925,14.412816064783925,0.0,0.0,0.0,0.0,133.0,1.8525,16.33655260842437,0.0,0.0,0.0,0.0,151.0,1.605,12.989642104577563,0.0,0.0,0.0,0.0,111.0,10.015,48.610773427637305,0.0,0.0,0.0,0.0,306.0,1.7425,13.498210918302654,0.0,0.0,0.0,0.0,116.0,Cheez,0,1
Cheez-150_432-top-8,1656.92,2498.0393622275374,0.0,0.0,0.0,4025.75,7092.0,2.5775,16.229216321375883,0.0,0.0,0.0,0.0,141.0,3.675,28.228291945589067,0.0,0.0,0.0,0.0,236.0,1.6125,15.351270224112914,0.0,0.0,0.0,0.0,185.0,364.7925,533.8839993440911,0.0,0.0,10.0,727.0,1707.0,10.985,33.426083117551485,0.0,0.0,0.0,0.0,254.0,11.075,33.80163830171122,0.0,0.0,0.0,0.0,189.0,12.5525,34.98853723857609,0.0,0.0,0.0,0.0,189.0,1274.89,1785.8420710288558,0.0,0.0,0.0,2845.0,4668.0,2.3325,19.162200253268434,0.0,0.0,0.0,0.0,224.0,4.3825,27.2414470033641,0.0,0.0,0.0,0.0,265.0,4.145,18.622996940277698,0.0,0.0,0.0,0.0,170.0,1.475,14.525731209406395,0.0,0.0,0.0,0.0,151.0,2.1075,14.152266970383359,0.0,0.0,0.0,0.0,111.0,10.22,52.11589744902499,0.0,0.0,0.0,0.0,306.0,1.6975,12.924340997728455,0.0,0.0,0.0,0.0,111.0,Cheez,0,1
Cheez-150_432-top-9,1502.1975,2494.3399664368394,0.0,0.0,0.0,1932.75,7904.0,2.35,15.96793466116894,0.0,0.0,0.0,0.0,159.0,3.715,25.61697383320148,0.0,0.0,0.0,0.0,255.0,3.305,24.40504025759709,0.0,0.0,0.0,0.0,216.0,287.22,497.74657279263846,0.0,0.0,0.0,364.0,2431.0,10.9625,30.80980694942181,0.0,0.0,0.0,0.0,200.0,10.7425,31.467390827071334,0.0,0.0,0.0,0.0,211.0,11.505,38.81192973461012,0.0,0.0,0.0,0.0,419.0,773.6825,1119.6639048586624,0.0,0.0,0.0,1856.0,3740.0,2.1675,14.753426814028314,0.0,0.0,0.0,0.0,133.0,3.195,22.603190827601583,0.0,0.0,0.0,0.0,265.0,1.2325,10.41607797835286,0.0,0.0,0.0,0.0,133.0,1.8875,16.646399017524008,0.0,0.0,0.0,0.0,151.0,3.7925,19.239017470574744,0.0,0.0,0.0,0.0,116.0,7.43,43.47136412337294,0.0,0.0,0.0,0.0,306.0,3.335,18.68128075444951,0.0,0.0,0.0,0.0,116.0,Cheez,0,1
Cheez-150_50-right-0,2944.27,4480.1810390269,0.0,0.0,0.0,6913.25,12840.0,3.845,19.770512332631586,0.0,0.0,0.0,0.0,168.0,4.895,30.355025018267646,0.0,0.0,0.0,0.0,273.0,6.0025,30.715078281433634,0.0,0.0,0.0,0.0,200.0,149.1725,222.2780726876673,0.0,0.0,0.0,371.0,1128.0,5.4175,32.56292452905152,0.0,0.0,0.0,0.0,364.0,5.4675,53.76891932579343,0.0,0.0,0.0,0.0,807.0,12.07,87.26737125187839,0.0,0.0,0.0,0.0,982.0,43.3275,59.67699391521748,0.0,0.0,0.0,104.0,254.0,0.75,6.438644294482899,0.0,0.0,0.0,0.0,94.0,1.88,10.312442298767701,0.0,0.0,0.0,0.0,83.0,1.395,9.73426240973876,0.0,0.0,0.0,0.0,83.0,2.6775,16.36239020691069,0.0,0.0,0.0,0.0,137.0,3.1925,18.754459954112985,0.0,0.0,0.0,0.0,215.0,10.64,49.6168315689074,0.0,0.0,0.0,0.0,292.0,0.94,8.006663891201313,0.0,0.0,0.0,0.0,105.0,Cheez,1,0
Cheez-150_50-right-1,3427.75,4869.210874345772,0.0,0.0,0.0,9118.0,12340.0,1.1775,10.120130253156367,0.0,0.0,0.0,0.0,105.0,2.67,21.70631267684744,0.0,0.0,0.0,0.0,236.0,4.6425,25.90138796466777,0.0,0.0,0.0,0.0,200.0,148.085,234.11600443761697,0.0,0.0,0.0,360.0,945.0,5.2375,42.91608754506205,0.0,0.0,0.0,0.0,665.0,8.415,64.92982736156789,0.0,0.0,0.0,0.0,761.0,7.01,63.838061886020455,0.0,0.0,0.0,0.0,925.0,44.9425,61.25957911898032,0.0,0.0,0.0,104.0,254.0,1.37,9.472455782233316,0.0,0.0,0.0,0.0,94.0,1.885,11.307361143967285,0.0,0.0,0.0,0.0,83.0,1.7825,10.712239445365139,0.0,0.0,0.0,0.0,94.0,1.5375,12.738495473064846,0.0,0.0,0.0,0.0,137.0,4.845,19.575980755926217,0.0,0.0,0.0,0.0,111.0,11.295,50.696630517862495,0.0,0.0,0.0,0.0,306.0,2.4675,13.496641882530042,0.0,0.0,0.0,0.0,105.0,Cheez,1,0
Cheez-150_50-right-2,4012.4325,5735.913852189843,0.0,0.0,0.0,10697.75,14620.0,2.2475,13.976394124802932,0.0,0.0,0.0,0.0,114.0,3.1675,22.471690767828573,0.0,0.0,0.0,0.0,218.0,2.9575,21.540093612426254,0.0,0.0,0.0,0.0,185.0,166.19,235.32029875792273,0.0,0.0,0.0,430.0,984.0,10.5725,115.92506759537767,0.0,0.0,0.0,0.0,1652.0,3.6775,25.87725980833303,0.0,0.0,0.0,0.0,263.0,7.5125,54.98429799784494,0.0,0.0,0.0,0.0,758.0,48.9975,67.15099130193147,0.0,0.0,0.0,115.0,243.0,2.65,15.30680389937881,0.0,0.0,0.0,0.0,157.0,1.35,10.148891565092214,0.0,0.0,0.0,0.0,94.0,1.805,10.98584073896286,0.0,0.0,0.0,0.0,94.0,4.2275,22.222067736514074,0.0,0.0,0.0,0.0,144.0,5.04,19.734031011171428,0.0,0.0,0.0,0.0,105.0,9.0025,42.31813506214389,0.0,0.0,0.0,0.0,292.0,1.9425,12.799169527805374,0.0,0.0,0.0,0.0,105.0,Cheez,1,0
Cheez-150_50-right-3,3547.4475,5111.121304049212,0.0,0.0,0.0,9560.0,13045.0,2.8575,15.287952691375407,0.0,0.0,0.0,0.0,114.0,2.9,23.435080702203685,0.0,0.0,0.0,0.0,218.0,2.265,18.31812378896568,0.0,0.0,0.0,0.0,185.0,135.0925,208.72069798697572,0.0,0.0,0.0,290.0,1101.0,4.1425,31.617500844454987,0.0,0.0,0.0,0.0,349.0,6.63,62.75031557899325,0.0,0.0,0.0,0.0,776.0,10.455,81.34097282212153,0.0,0.0,0.0,0.0,925.0,38.7,53.27659889646586,0.0,0.0,0.0,94.0,243.0,1.755,9.53636884915152,0.0,0.0,0.0,0.0,72.0,1.3675,9.642608230334282,0.0,0.0,0.0,0.0,94.0,1.2375,8.45486876092179,0.0,0.0,0.0,0.0,94.0,3.115,18.976090351084803,0.0,0.0,0.0,0.0,144.0,3.145,15.462914645153703,0.0,0.0,0.0,0.0,111.0,7.375,40.892295418102954,0.0,0.0,0.0,0.0,306.0,2.245,14.242791783722947,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_50-right-4,3214.735,4720.996731636803,0.0,0.0,0.0,8027.25,12789.0,2.815,15.972431606632993,0.0,0.0,0.0,0.0,141.0,7.565,35.853304220934895,0.0,0.0,0.0,0.0,236.0,3.1475,22.389595322308775,0.0,0.0,0.0,0.0,200.0,134.645,240.1498883973166,0.0,0.0,0.0,154.0,1194.0,6.2525,41.45642690922834,0.0,0.0,0.0,0.0,372.0,6.4475,57.39221995207672,0.0,0.0,0.0,0.0,686.0,12.61,86.25829893603452,0.0,0.0,0.0,0.0,888.0,32.3825,46.20696812720748,0.0,0.0,0.0,72.0,211.0,1.7575,10.995724562147684,0.0,0.0,0.0,0.0,83.0,3.065,15.330634229041495,0.0,0.0,0.0,0.0,94.0,1.5775,10.266816085395222,0.0,0.0,0.0,0.0,83.0,2.7725,17.578488327489865,0.0,0.0,0.0,0.0,137.0,2.735,15.45467218127183,0.0,0.0,0.0,0.0,111.0,3.4125,28.177602576646162,0.0,0.0,0.0,0.0,292.0,1.1875,9.506749679763542,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_50-right-5,3086.1475,4624.297685969709,0.0,0.0,0.0,7559.0,12840.0,2.71,15.936304921039332,0.0,0.0,0.0,0.0,114.0,3.44,23.80163217587384,0.0,0.0,0.0,0.0,236.0,3.53,23.533458291289747,0.0,0.0,0.0,0.0,200.0,155.455,259.65991441283745,0.0,0.0,0.0,293.0,1023.0,2.4525,13.868980326189117,0.0,0.0,0.0,0.0,107.0,6.1475,57.75812276739962,0.0,0.0,0.0,0.0,731.0,9.3575,72.05852323408206,0.0,0.0,0.0,0.0,869.0,41.6475,59.752482304955905,0.0,0.0,0.0,96.5,243.0,1.1125,8.964695094946789,0.0,0.0,0.0,0.0,83.0,1.9375,11.501491403782303,0.0,0.0,0.0,0.0,94.0,3.11,15.06387070115949,0.0,0.0,0.0,0.0,94.0,1.67,14.204595253501214,0.0,0.0,0.0,0.0,137.0,5.8675,21.8345325293889,0.0,0.0,0.0,0.0,105.0,4.3175,31.624705512413236,0.0,0.0,0.0,0.0,292.0,2.1475,13.940106174286345,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
Cheez-150_50-right-6,2653.8975,3897.7002244390974,0.0,0.0,0.0,6456.0,13305.0,2.45,15.151118472820581,0.0,0.0,0.0,0.0,114.0,2.715,20.611182088072393,0.0,0.0,0.0,0.0,236.0,3.6025,23.050440359174797,0.0,0.0,0.0,0.0,200.0,411.385,625.8207377232017,0.0,0.0,0.0,1003.5,1856.0,9.3375,62.83397859371024,0.0,0.0,0.0,0.0,759.0,2.565,36.094081673171445,0.0,0.0,0.0,0.0,686.0,5.6275,50.593606575492764,0.0,0.0,0.0,0.0,850.0,893.48,1324.12456712849,0.0,0.0,0.0,2307.0,3534.0,1.42,9.794817308928664,0.0,0.0,0.0,0.0,94.0,2.535,13.478797050360754,0.0,0.0,0.0,0.0,94.0,1.625,9.614857706789243,0.0,0.0,0.0,0.0,83.0,5.0275,23.520837959046766,0.0,0.0,0.0,0.0,137.0,4.9475,19.53801624903022,0.0,0.0,0.0,0.0,111.0,6.52,34.44991424486734,0.0,0.0,0.0,0.0,292.0,1.1825,8.943386055367299,0.0,0.0,0.0,0.0,105.0,Cheez,1,0
Cheez-150_50-right-7,3060.2375,4621.965491390285,0.0,0.0,0.0,6348.25,13410.0,2.795,15.908667110196918,0.0,0.0,0.0,0.0,105.0,4.6225,29.594925964718,0.0,0.0,0.0,0.0,310.0,3.195,23.64475970810732,0.0,0.0,0.0,0.0,200.0,759.045,1032.1480620676862,0.0,0.0,0.0,2067.0,2510.0,6.69,41.16631588944745,0.0,0.0,0.0,0.0,356.0,9.985,65.66486473870867,0.0,0.0,0.0,0.0,656.0,11.765,82.45311434483821,0.0,0.0,0.0,0.0,832.0,44.065,61.31132416754635,0.0,0.0,0.0,104.0,243.0,1.55,9.968748158601583,0.0,0.0,0.0,0.0,94.0,1.2125,9.120872740526123,0.0,0.0,0.0,0.0,104.0,1.6125,12.504128390937224,0.0,0.0,0.0,0.0,136.0,2.2825,16.948623346258366,0.0,0.0,0.0,0.0,144.0,2.125,13.361725722589664,0.0,0.0,0.0,0.0,111.0,5.63,37.32319187353974,0.0,0.0,0.0,0.0,320.0,2.0275,12.79691941900627,0.0,0.0,0.0,0.0,111.0,Cheez,1,0
