,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Target,Position_right,Position_top
Cola-150_26-top-7,4606.395,3.5,1.72,2.955,3936.94,5.0875,10.5075,15.0575,294.3225,1.03,4.3675,1.59,0.0,0.0,0.0,0.0,Cola,0,1
Cola-150_26-top-8,5489.2375,4.72,3.535,3.805,3976.88,8.495,14.7625,14.975,670.3275,2.9175,3.8375,0.66,0.0,0.0,0.0,0.0,Cola,0,1
Cola-150_26-top-9,5805.235,3.5875,4.3425,2.76,4663.85,4.3625,14.5325,20.17,10.51,3.275,1.2225,1.9525,0.0,0.0,0.0,0.0,Cola,0,1
Cola-150_341-back-0,4.1475,1627.16,59.6725,2.9525,1.7775,351.0625,4.815,2.035,1.3875,160.36,7959.7075,985.215,509.8325,130.275,12.64,2.12,Cola,0,0
Cola-150_341-back-1,3.81,1050.3625,15.2375,5.935,1.845,531.175,4.095,2.005,8.405,159.595,4226.62,810.645,920.4975,237.63,11.9325,2.7125,Cola,0,0
Cola-150_341-back-2,1.7875,2794.6675,63.2675,2.5375,1.5775,897.9075,3.3775,3.58,1.5675,290.5575,8504.0975,740.75,644.505,218.58,9.0725,1.32,Cola,0,0
Cola-150_341-back-3,1.54,3034.9925,35.9,2.4125,4.0175,1452.4475,133.87,5.2275,1.1675,171.735,9401.88,274.515,777.7025,310.26,65.3825,3.635,Cola,0,0
Cola-150_341-back-4,4.2875,600.0375,34.4425,5.1525,1.9425,580.065,3.105,2.7075,0.62,135.6325,3834.805,348.61,810.0375,151.22,24.4425,4.2725,Cola,0,0
Cola-150_341-back-5,4.1125,1801.0325,26.86,4.9175,0.9475,1255.465,3.7875,3.2075,1.24,65.5375,6041.515,601.085,798.305,201.595,13.9175,3.355,Cola,0,0
Cola-150_341-back-6,4.815,329.565,35.2375,3.1375,2.89,1114.4375,4.215,2.3875,1.2675,219.005,3320.4275,63.2275,924.3925,274.5575,11.3275,3.5075,Cola,0,0
Cola-150_341-back-7,1.4975,2490.5325,84.1175,3.1075,2.37,1196.85,7.2675,3.6475,1.115,382.4825,8098.665,355.7875,669.965,232.5575,9.405,1.715,Cola,0,0
Cola-150_341-back-8,3.465,3003.4275,186.975,4.0325,2.0275,1604.1275,30.7725,2.275,1.03,448.5275,8829.51,614.9675,838.4975,357.935,17.9725,3.1225,Cola,0,0
Cola-150_341-back-9,3.335,1709.755,71.225,3.06,1.365,998.5175,144.03,2.955,1.6,42.345,7368.6725,121.8875,902.01,361.6875,20.4475,3.1225,Cola,0,0
Cola-150_341-right-0,2.6625,760.185,21.8975,2.45,1.9425,783.715,105.255,2.0775,1.085,299.5725,7955.43,3.2675,790.995,606.1275,11.285,1.9225,Cola,1,0
Cola-150_341-right-1,3.8825,872.705,24.1875,4.2425,1.3075,895.255,20.05,1.0025,1.0375,266.825,5986.795,2.4175,738.0225,399.4675,10.67,1.325,Cola,1,0
Cola-150_341-right-2,4.7675,1374.07,22.3025,3.105,1.92,1532.0875,163.29,2.3525,0.955,544.6775,6198.025,60.89,926.485,502.7375,19.005,3.27,Cola,1,0
Cola-150_341-right-3,2.945,949.72,19.9375,5.03,1.745,1337.1275,128.2625,2.7425,1.65,543.995,6768.95,23.3025,862.545,462.1075,11.3275,2.6125,Cola,1,0
Cola-150_341-right-4,2.65,1367.8875,20.655,4.1325,2.295,1312.505,197.37,2.3775,1.24,604.85,5774.5375,6.6825,1017.3325,509.4675,10.4525,2.0575,Cola,1,0
Cola-150_341-right-5,2.005,1529.0625,16.9,3.4,2.115,1877.8125,355.9925,2.79,1.425,611.6025,7585.77,139.2425,926.41,505.0325,14.4925,2.67,Cola,1,0
Cola-150_341-right-6,2.5075,1346.1975,17.4225,4.38,2.8325,1289.6525,82.955,2.4225,0.85,319.165,8248.03,1025.2925,887.695,443.6725,12.4425,2.8475,Cola,1,0
Cola-150_341-right-7,4.335,298.9225,6.38,3.3725,2.39,1900.985,211.005,3.725,1.27,554.5825,7177.2025,4.3575,986.0925,538.695,9.9325,1.51,Cola,1,0
Cola-150_341-right-8,1.215,1451.435,39.84,6.0575,2.47,1997.5025,205.2275,2.135,2.1225,404.6675,7466.74,221.0525,1018.045,573.4175,11.6275,1.62,Cola,1,0
Cola-150_341-right-9,3.205,951.4775,4.3225,3.2225,2.62,1389.1075,27.225,2.2725,0.67,416.13,6268.09,680.37,788.6525,392.2475,14.0225,1.09,Cola,1,0
Cola-150_341-top-0,1650.38,9.2075,6.0125,2.42,1676.4525,3.62,3.845,2.47,1432.0175,0.6675,1.89,2.1175,2.6475,2.795,7.61,1.605,Cola,0,1
Cola-150_341-top-1,1581.59,3.08,12.8825,3.33,2049.44,1.775,5.5575,1.6225,1134.2325,2.7725,1.51,1.1325,2.305,1.2225,5.3,1.99,Cola,0,1
Cola-150_341-top-2,2033.8,4.415,13.1725,3.035,1801.795,4.5725,2.405,2.4775,1187.515,1.96,2.38,1.7575,1.56,1.7625,6.915,1.7425,Cola,0,1
Cola-150_341-top-3,2141.2675,1.825,3.25,2.3725,1812.8425,3.14,2.93,2.4075,1107.7725,1.3425,1.675,1.675,2.21,1.6375,3.6325,2.8275,Cola,0,1
Cola-150_341-top-4,1752.14,2.3975,4.06,2.07,2024.885,1.2775,2.3025,2.835,1253.2475,1.5775,2.3375,1.0325,1.8875,1.4225,3.6025,1.955,Cola,0,1
Cola-150_341-top-5,1625.7625,2.005,7.5,3.11,2415.68,2.42,3.2125,3.5675,1577.4275,1.6,1.9375,1.415,2.835,1.4875,6.2875,0.9425,Cola,0,1
Cola-150_341-top-6,1360.0275,3.3425,5.4375,1.0725,3009.675,0.665,4.0675,2.7525,1594.6025,1.19,1.205,1.725,2.4325,3.1525,6.32,2.1475,Cola,0,1
Cola-150_341-top-7,664.685,6.42,3.335,4.65,1716.4325,3.2375,4.5525,3.225,1589.9025,2.18,1.7725,3.2,1.3325,0.305,6.89,3.3525,Cola,0,1
Cola-150_341-top-8,1736.7,2.555,22.1375,5.335,2136.6975,2.245,3.125,3.4875,1214.6825,1.81,1.6975,2.065,3.015,1.365,7.58,1.8325,Cola,0,1
Cola-150_341-top-9,1624.78,2.6275,5.865,3.0025,2151.195,1.9525,4.405,2.7375,1493.4925,2.4175,1.965,2.325,1.4425,3.01,5.8425,1.715,Cola,0,1
Cola-150_657-back-0,1.5425,1627.9025,23.7875,4.1325,5.0325,846.83,4.645,4.375,21.235,50.03,1408.1925,75.325,2813.3625,120.165,8.9325,6.815,Cola,0,0
Cola-150_657-back-1,3.42,2950.555,82.135,3.6075,4.9425,1709.7075,3.0775,5.545,11.3475,337.765,5924.3075,1423.4125,2823.1975,163.79,10.725,4.86,Cola,0,0
Cola-150_657-back-2,6.125,2332.6025,264.1425,3.525,3.51,1838.245,3.4075,5.52,3.3025,14.0825,1684.27,133.9775,3155.0225,134.98,8.8275,35.0525,Cola,0,0
Cola-150_657-back-3,2.5825,2886.7125,183.7975,0.9575,2.6425,1457.54,5.195,6.835,12.7975,118.5525,4989.8425,1053.8875,2732.7425,222.505,10.3175,6.39,Cola,0,0
Cola-150_657-back-4,3.4175,873.2625,44.13,4.215,5.465,2188.1025,6.735,4.4625,0.9225,130.275,2395.72,250.8575,2584.0475,186.4925,15.865,56.145,Cola,0,0
Cola-150_657-back-5,2.9825,2303.72,91.8625,2.6125,4.57,2434.775,4.8675,4.0475,5.3025,235.4875,1244.2675,29.015,3122.5275,353.875,8.92,7.7025,Cola,0,0
Cola-150_657-back-6,3.75,2486.4575,86.515,3.0775,1.77,2396.675,5.7875,5.1725,24.5275,123.34,2018.93,36.3825,3136.5375,320.355,11.605,8.7975,Cola,0,0
Cola-150_657-back-7,2.815,3641.0125,56.3975,2.9225,4.5975,1600.4425,3.1475,4.48,3.3225,215.695,2248.1075,1.7125,3163.125,339.7175,13.6125,9.4725,Cola,0,0
Cola-150_657-back-8,4.4975,2800.4025,90.325,3.5475,4.6675,2216.8875,5.4575,4.1725,6.8725,265.635,1822.8425,21.9025,3239.6125,303.2575,10.2025,6.5475,Cola,0,0
Cola-150_657-back-9,2.2925,2499.0225,53.8275,2.185,2.8075,2622.4425,5.2,3.845,5.145,225.59,1436.97,31.8725,3337.8375,328.23,8.5825,6.07,Cola,0,0
Cola-150_657-right-0,3.41,297.77,13.59,4.45,459.98,460.1475,78.2875,2.015,1.5375,847.8925,788.33,14.1275,1408.4125,378.16,158.2225,7.9625,Cola,1,0
Cola-150_657-right-1,9.65,164.655,7.4575,4.065,1.6125,772.665,19.69,2.89,6.9075,514.25,491.17,1.4925,1092.88,236.465,35.4475,5.6725,Cola,1,0
Cola-150_657-right-2,168.58,544.0425,5.5975,3.52,1.64,586.5975,68.355,2.935,2.2525,759.565,5660.2375,1.8275,754.6625,93.9875,12.485,6.3975,Cola,1,0
Cola-150_657-right-3,4.495,2664.8375,10.355,2.3775,2.02,1062.6625,300.1625,3.125,6.015,599.1875,7326.3475,4095.625,1785.74,146.985,72.1075,58.5975,Cola,1,0
Cola-150_657-right-4,175.7775,61.1675,14.385,3.18,2.06,580.11,91.0725,2.4975,1.8825,670.05,4639.05,2.0725,873.28,109.66,14.2025,4.485,Cola,1,0
Cola-150_657-right-5,2.8625,420.6125,15.845,3.025,1.03,1102.9675,3.9175,2.8675,4.0475,209.8425,105.5775,0.5175,1121.425,394.4825,159.5775,7.0125,Cola,1,0
Cola-150_657-right-6,2.0625,1837.785,13.155,6.33,1.715,477.025,31.93,2.8575,26.9975,3.185,206.3325,2.62,2083.2775,987.61,35.89,4.4525,Cola,1,0
Cola-150_657-right-7,3.3375,2794.46,12.585,3.715,2.75,618.33,37.6075,3.39,21.7575,3.275,182.97,17.1725,2519.2375,1026.1725,15.0725,4.8,Cola,1,0
Cola-150_657-right-8,2.785,2242.685,10.3275,4.68,1.55,892.0125,40.845,1.765,14.5875,163.59,435.9975,192.495,2501.8725,737.4775,12.0725,4.4625,Cola,1,0
Cola-150_657-right-9,43.74,51.1725,7.595,3.6375,1.5625,534.545,3.075,2.8275,16.305,4.7375,1286.11,174.1475,1380.6,324.805,14.12,2.8525,Cola,1,0
Cola-150_657-top-0,279.9475,4.785,6.275,1.725,848.475,5.57,9.3175,6.7475,91.96,0.57,1.3825,0.6425,1.45,1.8325,4.1675,1.3825,Cola,0,1
Cola-150_657-top-1,448.0475,4.415,4.545,1.42,634.9725,19.4925,8.855,4.0,84.8175,1.0075,0.585,1.2575,0.585,0.68,5.05,0.26,Cola,0,1
Cola-150_657-top-2,778.905,5.7725,28.3725,2.835,314.0225,8.7825,5.1625,3.09,17.45,1.445,0.895,0.975,1.4,1.42,4.3275,1.1975,Cola,0,1
Cola-150_657-top-3,450.7475,2.7775,6.235,1.915,342.2275,8.7275,7.8025,4.5675,202.355,0.8175,1.055,1.4675,1.81,1.0775,3.735,0.78,Cola,0,1
Cola-150_657-top-4,3.44,23.395,2.485,2.825,41.6675,6.795,7.92,3.03,234.6975,0.9775,1.3875,1.1075,0.675,1.665,3.5125,0.505,Cola,0,1
Cola-150_657-top-5,772.1425,5.61,3.9275,2.2975,924.5725,9.595,7.3175,3.5,323.4325,0.4925,1.2775,1.3325,0.7975,1.4975,4.2675,0.675,Cola,0,1
Cola-150_657-top-6,745.715,4.17,5.1525,2.3775,45.095,6.475,6.19,3.0075,10.48,1.14,1.5075,2.035,1.86,1.96,5.2825,0.9475,Cola,0,1
Cola-150_657-top-7,588.5875,4.615,3.0675,3.8,209.3025,7.175,6.28,2.0925,173.305,1.73,0.5375,1.075,0.565,1.56,4.4475,0.8125,Cola,0,1
Cola-150_657-top-8,286.73,4.5475,10.925,3.4925,631.3375,5.6225,4.835,3.04,322.39,0.85,1.03,1.57,1.2375,1.2225,5.07,1.26,Cola,0,1
Cola-150_657-top-9,1793.54,4.2875,3.35,4.375,3482.5725,2.5875,5.7375,3.93,1579.8025,1.835,1.8625,1.4925,1.615,2.7675,4.37,0.95,Cola,0,1
Cola-50_26-back-0,4.285,19.7175,3.79,2.875,4.11,10.205,6.4075,9.815,1.245,266.6675,1053.0775,6.3625,2.755,2.27,5.5375,2.8175,Cola,0,0
Cola-50_26-back-1,2.1425,1.7625,10.84,15.03,2.1575,2.9725,8.1375,6.6875,1.0025,901.8225,1580.28,1.8625,1.215,2.705,6.41,2.1225,Cola,0,0
Cola-50_26-back-2,2.2625,1.04,23.7925,11.8325,1.6375,1.21,4.835,3.9375,0.4575,3074.3625,1064.8575,1.9225,2.495,2.6375,7.9225,1.635,Cola,0,0
Cola-50_26-back-3,3.2525,1.4125,13.9175,22.3,2.71,1.475,48.515,8.845,1.4875,2327.695,1040.855,2.4925,2.83,2.59,6.4525,1.305,Cola,0,0
Cola-50_26-back-4,1.6625,8.5525,18.33,17.3175,1.4725,1.5775,7.7425,5.475,1.41,1574.525,594.03,2.37,1.28,2.415,6.925,3.1125,Cola,0,0
Cola-50_26-back-5,1.7,6.9675,6.5125,2.875,2.4375,1.985,11.71,11.63,0.7025,982.8075,325.235,3.2125,1.2025,2.0775,6.7525,1.8075,Cola,0,0
Cola-50_26-back-6,1.86,2.035,8.635,3.9925,2.4425,1.6525,6.0875,5.56,1.0275,554.715,4.785,2.1025,1.54,1.4475,7.615,8.8925,Cola,0,0
Cola-50_26-back-7,2.9225,2.4,15.305,8.885,1.835,3.6,43.425,12.3225,0.6775,4655.605,1269.6025,3.7525,3.09,1.135,9.4175,1.26,Cola,0,0
Cola-50_26-back-8,3.78,2.89,8.3475,5.055,3.6125,3.9725,33.8125,18.145,0.405,3250.35,1171.0875,3.1825,0.865,2.4,9.695,1.4075,Cola,0,0
Cola-50_26-back-9,4.99,2.9275,13.575,17.6475,2.625,2.5675,8.415,7.87,1.3525,3815.7375,467.515,2.1,0.8625,1.5475,8.555,2.305,Cola,0,0
Cola-50_26-right-0,5.0575,19.3575,28.445,1.6425,2.5275,119.535,22.64,9.585,1.055,7.095,7391.195,1.7025,36.37,69.5775,20.3375,1.1075,Cola,1,0
Cola-50_26-right-1,2.42,2.7525,2.665,3.4775,1.8925,1.135,8.0975,5.85,0.5925,1.885,2355.945,1.91,3.3675,4.5775,5.6625,0.9175,Cola,1,0
Cola-50_26-right-2,1.025,9.905,6.3775,1.5725,1.13,1.455,5.235,2.7175,2.8925,1.8825,2826.58,1.22,3.1225,3.7625,13.1375,1.885,Cola,1,0
Cola-50_26-right-3,3.5875,12.1625,3.3875,4.345,1.5875,1.275,8.165,9.095,1.86,2.62,2814.0175,1.445,3.245,5.7625,12.485,1.78,Cola,1,0
Cola-50_26-right-4,4.1675,1.4975,18.5075,2.1825,2.7125,1.445,12.1375,3.7425,0.6975,2.0925,2296.1825,1.625,4.1,2.8325,12.535,1.7725,Cola,1,0
Cola-50_26-right-5,3.0575,1.085,19.71,2.49,2.56,1.8125,9.8775,3.785,1.73,1.785,2080.485,1.9875,3.3725,4.135,11.2375,1.625,Cola,1,0
Cola-50_26-right-6,1.705,1.9575,25.62,5.9275,1.3675,1.82,18.37,1.165,1.4175,2.1875,3139.935,1.965,2.905,2.23,7.8675,1.215,Cola,1,0
Cola-50_26-right-7,2.8125,1.165,14.965,4.3325,2.48,1.5775,11.1225,4.1125,2.2525,2.15,2176.9225,1.3925,1.825,2.45,10.7275,1.0525,Cola,1,0
Cola-50_26-right-8,3.295,2.58,8.8625,5.61,1.9025,2.0275,84.7525,1.73,1.0275,1.71,2282.4325,1.0875,3.0875,2.11,14.305,0.9425,Cola,1,0
Cola-50_26-right-9,3.305,1.2775,18.6625,1.765,2.245,1.755,84.42,2.8825,0.7975,1.085,2323.395,1.32,3.575,2.895,11.945,2.76,Cola,1,0
Cola-50_26-top-0,253.65,1.775,1.535,2.4175,0.95,1.76,4.025,4.4625,1305.2975,1.91,2.8425,1.525,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-1,520.98,2.7475,4.6325,1.96,256.14,4.875,12.8725,15.8775,2038.795,1.4225,2.32,3.8975,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-2,478.8375,2.545,3.62,3.145,342.815,8.3975,17.485,15.2525,2345.2275,2.05,1.2075,2.765,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-3,2.7025,0.6725,2.03,2.4425,963.19,10.485,16.1325,17.1675,0.4575,1.6,2.7075,0.8525,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-4,305.78,1.92,5.205,3.795,225.6075,9.0825,22.57,22.42,1451.1525,2.435,1.785,1.665,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-5,352.0275,1.995,3.0425,5.3875,249.5275,11.305,27.1925,29.69,1186.1175,1.565,2.4025,3.2375,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-6,489.5025,1.785,3.4825,3.53,321.1975,11.97,24.7925,30.045,2109.85,1.3825,1.56,1.865,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-7,191.4925,1.1125,6.11,4.0625,294.42,8.69,18.345,28.05,1152.7125,3.33,1.7375,2.2725,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-8,4.8675,1.615,3.6625,1.8375,336.2225,10.555,22.5175,19.1125,409.0225,0.9825,2.3325,3.125,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_26-top-9,400.73,3.3525,4.135,3.2625,175.0275,10.6475,26.725,34.8575,664.3475,1.175,3.055,3.275,0.0,0.0,0.0,0.0,Cola,0,1
Cola-50_341-back-0,1.265,12.3725,13.415,1.8,1.28,26.86,3.115,2.79,0.9275,220.605,3192.6875,0.69,93.695,103.4475,12.6425,1.785,Cola,0,0
Cola-50_341-back-1,2.6225,6.4975,22.315,3.17,2.24,95.25,30.3875,1.0175,2.0825,129.595,2485.02,1.82,42.905,1.165,13.5475,1.9275,Cola,0,0
Cola-50_341-back-2,1.5775,18.0475,35.8475,4.15,2.2425,21.58,2.3175,2.3975,1.47,140.8375,1546.14,3.4875,162.31,79.9825,8.24,2.8025,Cola,0,0
Cola-50_341-back-3,3.3325,79.2975,27.0825,2.645,2.36,8.555,2.9225,4.075,2.845,22.8775,2604.425,3.7275,165.72,15.795,8.12,1.3375,Cola,0,0
Cola-50_341-back-4,2.3375,12.5525,40.7525,4.9875,2.615,8.2375,1.785,3.355,1.96,55.6175,2547.95,2.4325,86.185,12.3175,8.7675,2.305,Cola,0,0
Cola-50_341-back-5,1.7075,22.6325,4.0175,4.11,1.8675,3.1875,2.795,2.67,4.07,39.6525,1776.2725,3.19,137.695,28.1325,7.805,1.895,Cola,0,0
Cola-50_341-back-6,3.095,60.2325,25.55,1.8375,1.3525,24.01,4.2125,4.7525,0.9575,175.6525,2513.7275,1.88,133.72,79.7875,9.045,2.895,Cola,0,0
Cola-50_341-back-7,1.3525,23.2475,25.735,3.0575,1.5275,11.27,2.3575,3.2475,1.5225,215.985,2540.13,0.9,97.6025,100.1675,8.6225,1.0325,Cola,0,0
Cola-50_341-back-8,3.01,15.7,28.4925,3.265,1.5975,17.32,2.095,3.085,0.82,259.6775,720.05,0.9525,160.4325,145.1775,14.4725,1.055,Cola,0,0
Cola-50_341-back-9,2.925,12.045,27.3225,2.985,2.1425,3.255,1.88,1.93,1.0625,161.4825,3282.58,0.6675,102.435,86.85,7.65,3.605,Cola,0,0
Cola-50_341-right-0,1.9775,194.59,21.375,3.2225,3.01,14.22,47.4275,2.5925,15.5775,365.385,1262.94,1.8975,2.055,3.5125,34.7425,22.405,Cola,1,0
Cola-50_341-right-1,2.2625,25.69,33.3725,2.11,2.64,6.41,36.935,1.765,1.8975,267.5325,858.975,0.485,76.8975,184.905,12.5575,3.425,Cola,1,0
Cola-50_341-right-2,0.7125,24.295,9.57,1.4875,1.1025,21.915,30.7075,2.56,0.5425,323.635,596.505,1.0825,64.5925,201.04,12.65,1.4925,Cola,1,0
Cola-50_341-right-3,1.335,26.7175,31.6675,3.0175,1.0775,3.0225,31.7875,3.0,1.11,302.5775,601.985,1.4725,66.095,145.23,11.1175,2.825,Cola,1,0
Cola-50_341-right-4,3.315,19.9275,53.05,2.33,0.9325,7.085,57.14,1.905,1.735,267.2775,1471.1125,1.0275,0.8675,132.46,11.485,0.9675,Cola,1,0
Cola-50_341-right-5,2.5,21.1125,31.97,4.975,1.3325,15.56,11.4025,2.0575,1.0575,389.86,2673.5325,1.8175,43.9225,196.13,7.9775,1.945,Cola,1,0
Cola-50_341-right-6,1.5075,38.81,23.9975,2.07,1.3525,10.9,6.4975,1.1475,1.0575,267.3875,226.7,0.64,56.1275,49.3125,10.97,1.45,Cola,1,0
Cola-50_341-right-7,1.985,35.1075,28.6625,3.57,1.18,4.02,24.7375,1.675,1.3475,348.3225,715.225,1.5225,28.0575,45.79,10.81,2.4525,Cola,1,0
Cola-50_341-right-8,3.61,21.96,18.075,1.96,0.8775,49.6175,47.71,1.7175,6.93,22.1025,1226.4575,0.93,168.1425,221.8275,9.9675,1.145,Cola,1,0
Cola-50_341-right-9,1.5425,24.395,30.41,3.835,1.675,66.2975,33.2375,2.755,1.285,447.8925,1509.55,2.075,91.5375,159.995,5.905,1.52,Cola,1,0
Cola-50_341-top-0,27.545,7.64,2.665,1.5675,17.73,15.31,14.87,13.9725,8.5325,1.295,1.315,1.0,0.5,1.9,6.1725,0.73,Cola,0,1
Cola-50_341-top-1,300.3525,4.8875,2.615,2.54,328.0425,4.9925,4.4525,4.1175,861.9175,1.2375,0.59,1.1025,1.565,1.795,4.055,1.1325,Cola,0,1
Cola-50_341-top-2,188.5275,3.7275,3.17,1.2975,1.3475,1.75,5.335,3.405,19.8825,0.825,1.4975,0.535,1.645,1.46,5.3025,1.0925,Cola,0,1
Cola-50_341-top-3,665.7375,11.295,4.1725,2.49,5.4825,7.8175,10.5825,9.06,947.9,2.015,1.83,2.2675,0.9425,2.7525,7.135,1.16,Cola,0,1
Cola-50_341-top-4,338.26,6.555,6.9825,3.03,1.915,2.1975,3.3075,3.3225,1050.825,1.3425,1.37,2.5,0.835,1.915,6.535,1.365,Cola,0,1
Cola-50_341-top-5,2.3825,5.4575,2.4375,2.1075,10.1375,9.7925,8.3625,9.9775,143.02,1.4175,1.1625,0.72,0.5175,2.79,5.4025,0.925,Cola,0,1
Cola-50_341-top-6,5.2125,7.0725,2.6575,2.53,2.3525,4.86,5.4825,2.8,810.01,0.6175,1.13,2.2775,1.5675,2.185,9.5075,1.62,Cola,0,1
Cola-50_341-top-7,2.645,2.9225,1.8125,3.6875,28.895,6.845,8.98,7.6125,291.645,1.66,1.3375,1.6675,0.0525,2.7175,4.655,1.6025,Cola,0,1
Cola-50_341-top-8,51.6725,8.96,1.89,2.87,5.465,5.8925,3.855,5.7175,390.73,3.0175,2.245,2.01,2.045,1.205,7.43,2.0825,Cola,0,1
Cola-50_341-top-9,74.325,5.3175,2.315,3.62,319.355,6.0775,7.6525,6.26,1147.1725,3.0025,1.1575,1.88,1.1775,2.3175,7.5725,0.2825,Cola,0,1
Cola-50_657-back-0,1.655,8.215,28.8875,2.6325,10.4125,37.63,12.8875,9.8875,11.5775,4.5625,118.2575,1.47,645.6325,71.4525,7.145,8.4575,Cola,0,0
Cola-50_657-back-1,2.6175,15.75,6.345,2.64,7.5875,129.7525,11.14,11.0525,2.705,2.66,3488.995,0.815,389.13,148.8625,9.13,2.72,Cola,0,0
Cola-50_657-back-2,2.975,17.5025,13.4675,2.6425,9.725,29.23,9.7725,8.1075,3.43,3.3925,134.88,1.2125,531.485,13.5,3.9225,2.995,Cola,0,0
Cola-50_657-back-3,2.345,21.7,15.0025,2.0,10.3725,33.5175,12.05,12.8275,12.98,225.0025,3346.455,1.515,484.535,126.33,4.2025,0.905,Cola,0,0
Cola-50_657-back-4,3.44,17.495,8.565,2.61,15.185,11.8825,14.43,16.25,13.695,308.555,3249.11,1.28,337.1675,108.865,4.905,0.025,Cola,0,0
Cola-50_657-back-5,2.3025,31.16,6.63,0.9925,13.06,118.84,17.55,11.0875,1.765,348.4525,2991.02,1.6625,432.6375,119.2725,7.1475,0.6175,Cola,0,0
Cola-50_657-back-6,1.3,28.4775,8.715,2.2225,14.04,86.5,13.075,12.9625,1.34,395.135,2478.905,0.7675,500.22,138.4575,6.3,1.0825,Cola,0,0
Cola-50_657-back-7,3.445,19.05,7.5075,4.4225,18.37,147.385,14.65,15.2075,7.4225,175.365,2332.465,1.5625,505.87,153.5525,6.2625,1.9475,Cola,0,0
Cola-50_657-back-8,3.3325,23.3025,8.62,2.5675,11.375,261.8025,11.3075,11.8225,1.005,201.865,2898.2725,1.545,367.8925,177.5725,10.565,2.01,Cola,0,0
Cola-50_657-back-9,1.7825,13.82,4.0225,2.5325,11.395,21.98,11.375,8.5125,4.075,98.235,3375.3725,1.9875,307.6,146.08,7.465,0.775,Cola,0,0
Cola-50_657-right-0,1.225,175.63,18.0025,3.755,13.92,13.3325,32.085,833.08,1.73,827.24,3845.3625,2.5625,98.8325,115.1075,8.9325,1.2675,Cola,1,0
Cola-50_657-right-1,1.625,88.395,21.29,3.84,15.495,22.3575,155.75,18.1725,1.14,262.0,1653.3475,1.16,70.6975,34.37,5.3475,0.9275,Cola,1,0
Cola-50_657-right-2,0.9125,23.54,10.3175,5.4525,18.57,31.4925,375.88,19.6125,0.5425,528.09,3184.045,1.135,94.535,76.215,12.53,3.17,Cola,1,0
Cola-50_657-right-3,5.805,50.76,9.0225,3.5225,21.2,77.1875,23.15,18.2725,0.9975,6.015,62.5225,0.9525,158.3475,73.9875,11.3225,1.695,Cola,1,0
Cola-50_657-right-4,3.1775,25.6825,14.65,5.1875,9.9975,75.935,213.555,8.5675,0.0775,365.1475,2566.1325,0.9775,56.3,31.7775,12.21,1.4,Cola,1,0
Cola-50_657-right-5,0.9125,25.8,4.97,5.19,9.06,37.73,115.0475,9.64,2.225,136.24,171.395,0.7475,286.0125,97.0275,9.78,2.9525,Cola,1,0
Cola-50_657-right-6,1.705,32.7,5.91,3.15,14.4475,17.5875,19.5725,13.4925,6.41,2.175,283.4275,1.035,206.565,80.9625,8.9025,2.4425,Cola,1,0
Cola-50_657-right-7,3.6075,21.7875,8.0825,5.2125,14.185,54.3325,24.4475,9.9675,0.825,1.595,594.5925,1.5225,245.355,94.24,10.575,1.5625,Cola,1,0
Cola-50_657-right-8,2.22,54.4675,2.5275,3.6875,13.48,12.805,126.455,11.095,4.525,1.82,379.305,1.0275,275.93,90.775,11.2075,2.7175,Cola,1,0
Cola-50_657-right-9,4.01,37.755,5.9625,4.415,13.4175,56.375,15.2475,15.825,1.2325,88.25,341.875,1.16,164.5475,44.4,5.855,1.98,Cola,1,0
Cola-50_657-top-0,27.5325,3.7175,3.8425,1.065,4.15,2.905,4.0375,6.475,12.3475,1.575,1.2075,1.805,2.81,1.385,6.3075,2.725,Cola,0,1
Cola-50_657-top-1,103.6125,5.7775,4.385,3.2275,3.87,4.3275,5.5575,6.0125,70.0025,1.09,0.9975,1.3125,1.92,2.39,3.7425,1.8825,Cola,0,1
Cola-50_657-top-2,137.06,7.095,7.215,3.3725,3.91,4.175,4.62,4.935,33.9925,1.0325,1.205,0.82,1.515,0.8525,4.6675,1.425,Cola,0,1
Cola-50_657-top-3,106.665,6.5925,5.63,2.805,2.625,1.945,4.5925,4.5825,10.92,1.6025,1.3875,1.2275,2.69,1.52,7.6125,3.0025,Cola,0,1
Cola-50_657-top-4,178.55,6.945,7.1125,2.8375,3.0225,3.4475,5.965,4.0325,11.35,0.75,1.5925,1.8075,2.3675,2.5375,9.6125,2.12,Cola,0,1
Cola-50_657-top-5,123.2525,8.1775,6.5425,4.3675,3.7625,2.65,3.3575,4.1175,10.8625,1.1875,1.16,1.5875,3.46,1.6175,7.3475,2.6625,Cola,0,1
