,media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,media13,media14,media15,std0,std1,std2,std3,std4,std5,std6,std7,std8,std9,std10,std11,std12,std13,std14,std15,750,751,752,753,754,755,756,757,758,759,7510,7511,7512,7513,7514,7515,max0,max1,max2,max3,max4,max5,max6,max7,max8,max9,max10,max11,max12,max13,max14,max15,media-pos0,media-pos1,media-pos2,media-pos3,media-pos4,media-pos5,media-pos6,media-pos7,std-pos0,std-pos1,std-pos2,std-pos3,std-pos4,std-pos5,std-pos6,std-pos7,75-pos0,75-pos1,75-pos2,75-pos3,75-pos4,75-pos5,75-pos6,75-pos7,max-pos0,max-pos1,max-pos2,max-pos3,max-pos4,max-pos5,max-pos6,max-pos7,Target,Position_right,Position_top
Coffeecup-50_470-back-4,53.0,1.4125,2.3425,2.945,1291.9425,0.6375,3.675,0.9575,15.3475,0.025,0.485,0.545,0.0,0.0,6.285,0.0,170.63713716964907,9.67736908622777,15.301651711915934,18.450284754409463,3542.5072665455064,6.317108388811299,13.94473068167547,8.28082870612295,39.20151324057406,0.4999999999999997,5.041658536831437,6.5822709399429105,0.0,0.0,8.048336119081654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1390.0,88.0,181.0,185.0,23138.0,79.0,149.0,99.0,222.0,10.0,94.0,94.0,0.0,0.0,54.0,0.0,-20.35,18.3925,-20.4225,21.985,-20.6625,20.4625,0.0,0.0,5.559205150447486,27.003173372410387,4.989612643867198,30.558703521292493,5.495826053472299,30.125112443763282,0.0,0.0,-17.0,23.0,-18.0,32.0,-17.0,21.0,0.0,0.0,-7.0,85.0,-9.0,86.0,-8.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-back-5,52.2325,1.1125,2.8875,3.14,876.25,1.0625,1.6025,1.2475,7.1975,0.8275,0.5675,1.315,0.0,0.0,6.73,0.0,140.17110361794906,9.266851141309406,18.529657694779882,21.147184411199998,2552.894426407201,10.136096135206857,8.294666810290455,8.88078908582836,18.53178516504829,7.2463105295541475,5.7674606853355765,8.75771196129399,0.0,0.0,7.454261535363134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,657.0,105.0,181.0,200.0,19261.0,119.0,119.0,89.0,146.0,83.0,94.0,83.0,0.0,0.0,27.0,0.0,-20.125,21.2375,-20.2,22.1675,-21.0125,20.605,0.0,0.0,5.597562573738439,30.36983554495444,5.102950151689381,30.061748377944514,5.286512250950389,30.900665085996064,0.0,0.0,-15.0,29.0,-16.75,35.0,-18.0,21.75,0.0,0.0,-9.0,87.0,-9.0,87.0,-12.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-back-6,276.6225,1.0675,4.525,2.875,1434.36,1.9025,2.945,1.8475,15.885,1.3125,1.41,1.555,0.0,0.0,5.3375,0.0,750.1402475345385,8.957596781517395,27.3225305689595,19.991711941850173,3750.759941097189,11.439192785286329,13.885748450301852,13.362658618830682,41.34598530998022,8.645038199086175,8.531345711499569,11.043635257434396,0.0,0.0,7.49393029244803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4403.0,114.0,236.0,185.0,21901.0,149.0,139.0,129.0,442.0,83.0,94.0,146.0,0.0,0.0,27.0,0.0,-21.14,21.935,-20.3375,21.935,-20.7125,19.0075,0.0,0.0,5.269232584549211,29.618980147236766,5.025607982022912,29.54756201537838,5.747820225386168,29.727879352166067,0.0,0.0,-21.0,35.0,-17.0,36.0,-18.0,17.0,0.0,0.0,-8.0,85.0,-12.0,87.0,-9.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-back-7,68.6575,1.7625,1.62,4.0625,806.385,1.6725,3.3775,1.425,21.29,1.6025,1.185,1.73,0.0,0.0,4.4875,0.0,241.9348597964173,11.588867432623779,11.496347899989564,23.062486628151877,2833.61908777656,11.430524308399516,15.437317470230786,11.72339412989308,117.29001777933564,10.167247713376673,8.064326282832859,10.72472140070805,0.0,0.0,7.301927081102963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1908.0,114.0,126.0,200.0,22303.0,109.0,149.0,159.0,1237.0,115.0,83.0,83.0,0.0,0.0,40.0,0.0,-20.29,19.4475,-19.945,21.9625,-21.19,22.3975,0.0,0.0,5.2282153349850295,27.671402386309563,5.492028855749137,30.448627078694898,5.2690898901685825,31.223175855865556,0.0,0.0,-17.0,28.5,-16.0,32.0,-17.0,31.0,0.0,0.0,-7.0,85.0,-8.0,87.0,-9.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-back-8,93.8725,2.5325,2.7975,2.865,962.3925,1.12,1.6375,1.2975,75.07,0.6425,0.46,0.2075,0.0,0.0,4.1175,0.0,308.89252617304453,14.437626411255367,18.19227558546329,19.04819833079035,2595.8885177208153,8.101833079502516,8.910926173140425,9.548399005011103,242.78625994905644,5.7704366036281245,4.455674200550749,3.023623570940485,0.0,0.0,6.852085188362091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2691.0,114.0,199.0,200.0,15800.0,99.0,119.0,109.0,1474.0,72.0,72.0,52.0,0.0,0.0,40.0,0.0,-20.42,20.04,-20.19,22.56,-20.84,20.245,0.0,0.0,5.438984867691514,28.08951677015734,5.344652774802899,30.781001854845034,5.4326036996447185,30.154489019382357,0.0,0.0,-18.0,30.0,-17.0,35.0,-18.0,22.25,0.0,0.0,-7.0,87.0,-9.0,87.0,-12.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-back-9,78.91,1.2425,3.1675,1.7525,1048.345,1.33,3.725,1.5225,49.8975,0.825,0.465,1.19,0.0,0.0,4.355,0.0,275.3715683429017,9.162618495508593,23.013223696654777,12.78200661017101,2818.140897163544,10.1394339240784,15.753405965020615,10.881429479567432,206.47369192561422,7.135240299761395,5.684589818404568,8.962964735069766,0.0,0.0,7.075247190524001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2312.0,105.0,218.0,138.0,11748.0,119.0,159.0,129.0,1862.0,94.0,94.0,83.0,0.0,0.0,27.0,0.0,-20.8325,20.895,-20.6475,23.64,-20.7675,20.1375,0.0,0.0,5.321205862356178,29.005123996375275,4.673633583967942,31.751311223491754,5.556133574775869,30.597288751576908,0.0,0.0,-17.0,32.25,-18.0,38.0,-17.0,24.25,0.0,0.0,-9.0,85.0,-10.0,87.0,-9.0,82.0,0.0,0.0,Coffeecup,0,0
Coffeecup-50_470-right-0,472.1975,2.38,7.0925,2.9175,813.5825,25.62,26.4575,25.5275,60.0775,0.5175,0.59,1.0625,3.155,4.3225,16.2475,4.725,1228.904152908748,14.541466074263983,29.675841735438063,21.49373502589548,2310.158372809632,56.19292403656742,55.34085035527651,55.976760696696694,236.98875642195654,5.80162398403501,4.6184657153549935,8.066987322486188,19.178909024718998,18.38609842484859,46.55426395595989,25.87408056555402,0.0,0.0,0.0,0.0,99.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5035.0,150.0,255.0,200.0,22820.0,366.0,366.0,355.0,2066.0,83.0,52.0,94.0,144.0,139.0,435.0,203.0,-23.315,4.315,-22.0975,4.685,-21.9825,14.3375,0.4925,0.08,3.7370696037212774,8.0817114617125,4.570033562996809,8.80821984524145,4.397218732500514,23.945501903353527,0.6603285807735919,0.514062886842721,-23.0,9.0,-17.0,12.25,-18.0,40.0,1.0,0.0,-10.0,36.0,-12.0,35.0,-7.0,86.0,4.0,5.0,Coffeecup,1,0
Coffeecup-50_470-right-1,257.725,1.525,2.5825,1.61,387.51,18.305,20.0525,16.0575,25.7725,0.62,0.9525,1.085,1.5525,3.88,19.3225,3.94,661.4390739109979,9.943165559990648,22.112340054973046,15.373149785773778,1396.2724543644945,45.919205225279164,46.941543594534494,39.51338333281543,144.20676030632163,6.269678794041342,8.10212037904843,7.928425115496121,12.824328530400244,18.171850218149835,59.63605992063155,19.092740291261787,0.0,0.0,0.0,0.0,69.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3382.0,96.0,236.0,200.0,16129.0,355.0,334.0,261.0,1819.0,83.0,104.0,83.0,129.0,180.0,537.0,174.0,-22.2375,6.6475,-21.895,6.8025,-21.99,11.835,0.265,0.1675,4.792547864924672,11.739795600941253,5.098427198631897,12.457989303805585,4.404930024563759,21.278739080173626,0.6251014955183232,0.9883754169910771,-16.0,16.5,-16.0,18.25,-17.0,27.0,0.0,0.0,-6.0,46.0,-10.0,52.0,-9.0,86.0,4.0,10.0,Coffeecup,1,0
Coffeecup-50_470-right-2,137.57,1.1525,1.8075,3.055,452.255,19.8125,25.705,23.995,30.6575,0.1775,1.63,1.475,2.0525,4.065,14.2925,3.1175,404.7944001167944,8.428335294682972,14.942846630195108,18.60611307095124,1763.2595826663458,42.99609288946379,52.47816564700213,49.28577577999146,187.55673545967525,2.0933104455750997,11.141518459526116,10.6678903590064,14.682427522207009,18.763687401795032,47.44057825229672,20.15749252790462,0.0,0.0,0.0,0.0,109.0,9.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2250.0,96.0,181.0,185.0,18608.0,282.0,324.0,292.0,1848.0,31.0,104.0,104.0,129.0,122.0,567.0,203.0,-22.0725,5.8125,-21.955,7.2225,-22.345,11.725,0.155,0.1275,4.979380415604725,10.042383552650554,4.88134652116086,12.84134900860899,4.528492365872941,20.926398648620793,0.5538428067932191,0.7600578727470758,-16.0,16.0,-16.0,19.25,-17.0,27.0,0.0,0.0,-5.0,41.0,-9.0,51.0,-7.0,86.0,7.0,9.0,Coffeecup,1,0
Coffeecup-50_470-right-3,137.75,1.195,4.2025,3.6125,75.0575,18.5775,19.66,19.6825,9.8725,0.155,1.0075,1.1925,2.5025,5.395,16.33,2.0425,380.8127866105802,9.950351689607146,23.78319985279737,23.21906881512716,380.873648384649,44.92560259106616,44.557466484853876,48.16452269946399,25.64459703607855,2.189282392356834,8.850325666947318,9.441307614609503,16.879641569024724,22.522925663668136,50.74681465860684,14.696791587193232,0.0,0.0,0.0,0.0,31.5,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1908.0,123.0,255.0,248.0,5516.0,345.0,282.0,282.0,179.0,31.0,104.0,94.0,166.0,203.0,537.0,203.0,-22.1425,6.32,-21.74,6.91,-22.285,11.75,0.2175,0.16,4.899715479438468,10.851820354785243,5.201445721526367,11.861012141573562,4.4116245395198925,21.03887081601654,0.7256101054027937,1.0059472275230952,-16.0,17.25,-16.0,16.25,-18.0,27.0,0.0,0.0,-6.0,40.0,-8.0,45.0,-7.0,86.0,7.0,10.0,Coffeecup,1,0
Coffeecup-50_470-right-4,52.485,1.5,2.975,1.9025,42.965,21.29,18.3225,20.775,19.565,1.0875,1.1875,1.7725,4.1675,3.545,16.135,1.3675,217.3888441223991,9.279022072749177,18.670990593011037,13.221194867875507,184.1980485176064,44.71952022016565,42.258169339665606,47.64209060266441,47.977394165139536,8.389326298299984,9.165279571516635,9.770075726382453,21.262989690456003,15.811958134593038,41.07144914459536,10.554427203025314,0.0,0.0,0.0,0.0,9.0,11.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1465.0,105.0,181.0,185.0,2717.0,282.0,324.0,334.0,243.0,83.0,104.0,115.0,137.0,105.0,320.0,99.0,-21.955,6.065,-21.8125,7.2075,-22.04,11.8375,0.3825,0.0375,5.151146549744288,10.620629426901234,5.3096916873332995,12.636798068084095,4.4618572843676905,21.188167449065116,0.6420469692919217,0.4319260936502233,-16.0,15.0,-15.75,19.25,-17.0,27.0,1.0,0.0,-7.0,44.0,-9.0,51.0,-7.0,86.0,4.0,5.0,Coffeecup,1,0
Coffeecup-50_470-right-5,415.19,2.465,2.39,5.34,489.6625,14.38,14.75,15.485,54.105,0.57,69.3275,0.6175,3.08,3.395,10.76,2.99,1091.5087894715946,13.615330258392973,17.43366662035204,28.263340940213777,2130.3401668889264,36.027497156733624,34.40671526225432,43.22529166586386,259.52083081917107,5.891253446247199,534.0715413424809,5.02586729881153,18.764964955321226,15.592041379689972,32.8525589043899,14.779071431620904,0.0,0.0,0.0,0.0,59.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,5395.0,114.0,199.0,200.0,26693.0,179.0,179.0,355.0,2231.0,83.0,4841.0,52.0,137.0,99.0,320.0,105.0,-22.2325,5.69,-22.0125,6.45,-21.99,12.075,0.2175,0.195,4.757628750577417,10.111850661947319,4.853992878771853,11.069726605377147,4.4457070052965,21.422457356661933,0.5925128087825882,1.1090762486471737,-17.0,14.25,-16.0,17.25,-18.0,28.0,0.0,0.0,-7.0,41.0,-7.0,40.0,-7.0,86.0,4.0,12.0,Coffeecup,1,0
Coffeecup-50_470-right-6,67.0625,1.725,2.945,2.035,195.785,22.04,15.245,19.32,15.3775,0.6425,28.7275,0.5125,3.2175,1.415,10.94,2.515,313.50466748533063,11.437281298838958,21.67686997076194,17.07726140640989,1861.3168927437036,46.018993572475715,35.13696758725863,46.521535153976934,49.90527361498459,5.836081164479832,315.33011423921243,5.516877158679578,18.501918717814174,8.405915985714904,34.45074068629846,13.418454168819174,0.0,0.0,0.0,0.0,9.0,11.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2777.0,105.0,218.0,185.0,28338.0,251.0,189.0,220.0,453.0,83.0,4230.0,72.0,122.0,88.0,292.0,99.0,-22.0675,8.0075,-21.75,7.9775,-22.11,9.46,0.0825,0.15,5.046941926257645,13.62301030515785,5.178759395084932,13.716681893059574,4.242983298125338,18.957633810664507,0.35497714282728543,0.8362105717465864,-16.0,19.25,-16.0,14.25,-18.0,16.0,0.0,0.0,-6.0,50.0,-11.0,53.0,-9.0,86.0,4.0,8.0,Coffeecup,1,0
Coffeecup-50_470-right-7,26.005,0.8,2.6175,2.2125,339.6925,13.775,10.52,16.255,10.4275,1.3425,0.9775,0.8,4.53,3.5025,12.23,3.0675,164.88817498725217,6.778633688783956,16.820926033711046,14.86842354780738,1883.709062600971,37.2944575830784,31.27554955552343,41.881500991646455,37.71579173390451,9.146548097794213,6.998531442802124,7.1166436289414525,22.123238782682602,16.0856103677248,32.89113355703432,15.93747003535442,0.0,0.0,0.0,0.0,51.5,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1888.0,79.0,163.0,185.0,19514.0,230.0,282.0,241.0,408.0,83.0,94.0,83.0,137.0,105.0,292.0,105.0,-21.8575,5.835,-21.9825,7.465,-22.36,10.9125,0.1675,0.1025,5.3650865915974135,10.142235322815154,5.052823102312004,12.52781466780525,4.5626136817642955,20.316662143462977,0.5703129774348273,0.634823796917565,-15.0,15.0,-16.0,20.0,-17.0,22.0,0.0,0.0,-6.0,39.0,-11.0,48.0,-9.0,86.0,4.0,5.0,Coffeecup,1,0
Coffeecup-50_470-right-8,247.4225,1.5975,5.08,2.7625,317.0875,22.475,18.8125,23.29,25.0725,0.415,0.9525,0.4875,3.31,4.39,14.425,1.8725,663.3971271905443,12.02672436690447,32.16652473120478,20.175199886895594,1409.9048244042694,48.846897788486984,49.09718604915013,52.163334187760064,109.85674081505418,5.8616270505038255,8.170197308520201,5.2060157751034755,19.383968778710933,18.23002288357975,40.29016777140068,13.597738413976636,0.0,0.0,0.0,0.0,39.0,19.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3451.0,114.0,348.0,200.0,17832.0,355.0,366.0,251.0,1084.0,83.0,104.0,72.0,129.0,116.0,320.0,174.0,-22.12,5.2975,-21.9075,7.2525,-22.355,11.835,0.105,0.19,4.941827003784998,9.269238950788642,4.656517113580997,12.494760556064426,4.50552153593534,21.256230694984446,0.392887900368078,0.9804607376868092,-16.0,12.0,-17.0,21.0,-17.0,27.0,0.0,0.0,-7.0,34.0,-11.0,46.0,-9.0,86.0,4.0,9.0,Coffeecup,1,0
Coffeecup-50_470-right-9,53.8625,2.2925,2.35,2.8775,260.39,19.225,20.175,23.395,6.37,0.595,0.87,0.595,3.7025,3.23,11.475,3.1475,296.023222000671,12.638880369418825,16.43785288651778,19.5551400533533,1455.7143327061592,44.07062428434646,47.363780404815614,50.35268072446938,21.09254224473321,6.8679616512549195,6.807639818597162,6.839072105788245,20.156256608088867,14.449361928831864,29.72690021665943,17.745788974170416,0.0,0.0,0.0,0.0,59.0,9.0,9.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2886.0,96.0,145.0,185.0,16467.0,292.0,324.0,345.0,254.0,83.0,72.0,104.0,159.0,111.0,277.0,203.0,-21.985,6.28,-21.76,7.8825,-22.3725,10.3175,0.135,0.1675,5.058532086205234,10.769007791902402,5.171485342880618,13.489945898737961,4.5221530735980755,19.525491178570025,0.4715196995541862,0.8037778904915872,-15.0,16.0,-16.0,20.25,-17.0,21.0,0.0,0.0,-7.0,39.0,-10.0,54.0,-8.0,86.0,4.0,6.0,Coffeecup,1,0
Coffeecup-50_470-top-0,612.745,1.7925,3.165,4.725,958.2775,21.0325,17.9675,16.275,375.3325,1.4975,1.63,1.0875,2.4025,1.5,12.405,0.9325,927.3537282603037,12.948691643877453,21.366658846803475,26.92055284375735,1521.9949678626585,50.35594051960518,41.03139507993268,45.74029746328797,622.41825016551,10.140615066889966,11.204103258385414,8.928838341875036,13.036693683810876,8.333583956131042,36.2451410623074,7.319965744198562,1483.0,0.0,0.0,0.0,1835.5,0.0,9.0,0.0,560.75,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3807.0,114.0,236.0,232.0,5853.0,324.0,292.0,324.0,1805.0,83.0,104.0,94.0,93.0,66.0,523.0,94.0,-21.2475,11.8275,-21.6525,9.0625,-21.135,11.86,2.7675,0.0525,3.361471773078429,14.847351729633829,3.814199003078866,11.66184334595367,4.411397291693754,15.015460703900342,0.5515471517935979,0.30819020589161694,-17.0,31.0,-18.0,24.0,-16.0,31.0,3.0,0.0,-12.0,34.0,-7.0,25.0,-12.0,33.0,6.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-1,16.0775,1.285,3.8875,0.69,71.775,37.55,22.3775,20.13,250.0,0.5925,0.2325,0.025,3.7075,2.035,9.77,0.4825,60.43357540590154,10.229877858630928,23.51482961408518,9.259224216029478,264.94065042121093,65.81749278033695,50.73885169599905,46.72908214157952,577.6509035880063,6.051694081257952,4.178767641002998,0.4999999999999996,15.523510950509118,10.066384915308841,18.970947317023075,3.2023947414709095,0.0,0.0,0.0,0.0,49.0,59.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,455.0,105.0,255.0,138.0,1915.0,429.0,355.0,292.0,1891.0,72.0,83.0,10.0,93.0,66.0,179.0,49.0,-21.175,6.505,-21.9325,5.7425,-22.3875,10.5875,2.7925,0.0275,4.712738031057265,10.841994609747616,4.605537012981751,9.4673264137009,4.498659644437572,17.583665915205014,0.5614551002296945,0.248794084014474,-15.0,12.75,-17.0,14.25,-17.0,31.5,3.0,0.0,-7.0,35.0,-8.0,33.0,-7.0,62.0,6.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-2,65.585,2.52,3.76,3.6875,823.8475,17.46,10.9675,17.5075,743.9025,0.645,0.9475,1.3425,2.1725,2.5625,12.9625,1.2225,122.6834170826184,15.544409660041689,26.449789761850916,22.38935129427483,1644.1611703628917,41.921018947229015,33.367197491264534,45.70472896072601,1048.0257931709623,6.899854707707107,7.101113171234273,9.206905643527678,10.775575451723666,12.042576671219724,28.77805648558848,7.727047424777601,111.0,0.0,0.0,0.0,161.5,0.0,0.0,9.0,2051.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,692.0,150.0,329.0,185.0,6873.0,282.0,272.0,366.0,3020.0,83.0,83.0,94.0,78.0,88.0,193.0,71.0,-20.05,11.14,-21.175,8.3425,-21.5925,12.2975,2.825,0.0375,4.9526580797727275,13.974929216870546,4.160848067594395,10.699597994462565,4.030142537452044,15.415189389357991,0.5049876546296173,0.25740901013025996,-14.0,29.0,-17.0,22.0,-17.0,32.0,3.0,0.0,-12.0,32.0,-11.0,26.0,-11.0,38.0,5.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-3,64.7,1.2675,4.1275,2.2575,468.685,15.3775,15.1125,22.8075,845.8775,1.2425,1.88,0.595,3.7725,3.04,11.635,0.55,140.2481331323798,9.226253472175621,28.331925256180554,16.573711519567123,1000.8254091118051,36.82213556978734,41.9992820531787,51.80095356966736,1201.8665610500086,9.056419855632996,11.199069062635179,5.998410399288796,16.085633738897393,12.100390432608146,26.029995710559138,3.8987820217515083,95.0,0.0,0.0,0.0,119.0,9.0,9.0,9.0,2369.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,918.0,88.0,310.0,169.0,4341.0,230.0,429.0,324.0,3590.0,83.0,115.0,83.0,86.0,77.0,207.0,55.0,-20.1,9.5,-20.7625,7.0875,-21.5025,12.7925,2.84,0.05,4.857879938176137,12.007933885164267,4.5731146052753155,9.213961496889674,4.01750477430069,16.218725640552197,0.5569339625094613,0.33583024712973325,-14.0,25.0,-16.0,19.0,-17.0,34.0,3.0,0.0,-12.0,26.0,-11.0,21.0,-11.0,36.0,5.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-4,16.875,2.185,3.21,2.4925,460.2,18.5625,16.0675,20.0025,539.185,0.5925,0.59,0.6175,2.4625,1.3375,10.2175,1.0,58.13133841797954,14.208817728901076,22.20288992005337,18.96851219487753,1244.2504985967012,53.415908134699315,40.384653574853,45.4661458648026,919.5466087639168,5.901568862395292,5.7940337475431285,6.082654887151672,12.213579432598399,7.738106323493111,24.018480640554746,6.340386522376442,0.0,0.0,0.0,0.0,61.5,0.0,9.0,9.0,1491.25,0.0,0.0,0.0,0.0,0.0,13.0,0.0,438.0,141.0,218.0,169.0,5423.0,647.0,324.0,355.0,3037.0,83.0,83.0,83.0,86.0,66.0,193.0,66.0,-19.8575,11.545,-20.6475,9.325,-21.2075,13.67,2.79,0.0525,5.272256202391821,14.614099519364986,4.770759280269306,12.48696061752654,4.956901343311002,17.512790885850528,0.6138746657609802,0.3391626870998647,-14.0,29.0,-17.0,22.0,-16.0,30.0,3.0,0.0,-6.0,44.0,-8.0,45.0,-7.0,62.0,6.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-5,87.7825,1.525,3.985,4.6425,551.99,20.1325,18.14,22.045,821.0525,1.1375,1.395,0.7975,3.9575,3.29,11.625,1.175,183.084995241161,11.90561776372142,27.875390013792508,25.93436275830185,1077.8976450633336,47.34150387051318,45.648272826362955,47.703059962905556,1151.5980896754288,8.566039711608436,10.123991951428058,6.261350095029969,15.602701833697855,12.443995844641412,28.052034982629454,7.063221484872276,15.0,0.0,0.0,0.0,202.0,9.0,9.0,9.0,2415.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,830.0,132.0,273.0,185.0,4143.0,324.0,461.0,272.0,3037.0,83.0,94.0,72.0,86.0,77.0,221.0,66.0,-20.14,10.0925,-21.2825,8.21,-21.555,12.1375,2.8125,0.055,4.789859798807331,12.643916137345302,4.094460314028931,10.806843649937111,3.9580475427762574,15.363713841630858,0.507925901883839,0.32747993491117017,-14.0,26.0,-17.0,22.0,-17.0,32.0,3.0,0.0,-12.0,29.0,-13.0,26.0,-12.0,34.0,5.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-6,20.05,3.02,1.58,1.61,125.815,20.5475,14.5475,18.5575,489.6425,1.0025,1.2325,1.265,2.17,2.675,11.385,0.54,59.748784868255264,17.165261883782808,15.51322824645369,16.17953470772237,267.02193272536863,47.24704702286655,33.8731637407036,48.57092268091267,703.3921423776696,7.677881766545597,8.287650851815817,9.130893057091983,12.07458442234893,10.944122144960236,34.675029476165186,2.547474054853236,15.0,0.0,0.0,0.0,119.0,9.0,9.0,9.0,1447.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,795.0,141.0,199.0,200.0,1643.0,282.0,210.0,345.0,2185.0,83.0,94.0,94.0,86.0,66.0,508.0,21.0,-20.1025,9.56,-20.8075,7.2525,-21.1475,11.745,2.8175,0.045,4.821317923171102,12.009453252273715,4.684046806578219,9.789449783704352,4.41979413553405,14.871714586315836,0.5242909043469584,0.35111708591301916,-14.0,25.0,-16.0,20.0,-16.0,31.0,3.0,0.0,-12.0,29.0,-10.0,21.0,-11.0,34.0,6.0,4.0,Coffeecup,0,1
Coffeecup-50_470-top-7,31.4325,1.5275,2.4425,2.0675,509.2475,19.1075,19.8675,16.6775,446.02,1.5,1.1075,0.7225,2.9475,3.4425,10.5525,2.0125,94.48769897130614,11.633037550727735,21.504017081154025,16.145731800958217,1186.4407952550189,45.98371667501578,49.926813040700274,47.38450931536203,696.1029542440348,10.61681647104959,8.41117193280507,6.781627380268891,14.698293892775343,12.87774376438478,22.97229984460367,10.06158199940878,15.0,0.0,0.0,0.0,169.0,9.0,9.0,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,726.0,114.0,310.0,185.0,5829.0,366.0,324.0,292.0,2494.0,83.0,104.0,83.0,129.0,88.0,193.0,94.0,-19.8975,10.2975,-20.84,8.38,-21.2225,10.68,2.78,0.0425,5.0319275120192,13.072728649208608,4.537717178602299,10.862115995963888,4.784372403800276,13.483772852054978,0.5678080794049999,0.3255128977729486,-14.0,28.0,-16.0,22.0,-16.0,28.0,3.0,0.0,-11.0,31.0,-12.0,27.0,-8.0,36.0,5.0,3.0,Coffeecup,0,1
Coffeecup-50_470-top-8,6.9575,1.8175,4.89,1.72,286.92,21.6775,24.185,21.315,338.995,1.745,1.0775,0.7475,2.79,2.765,12.165,0.8675,25.53489319885019,12.993508838255577,28.962215467951083,14.767762763621594,827.4936603956467,48.65590391941694,54.51137036203416,53.94326152226191,658.6988046620028,14.476840895228625,7.933084414072642,6.893296569420561,13.885709644480771,12.306844479907582,33.89897677757271,6.624171107175858,0.0,0.0,0.0,0.0,59.0,9.0,9.0,9.0,54.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,273.0,150.0,218.0,169.0,3706.0,282.0,494.0,324.0,2573.0,146.0,94.0,83.0,129.0,77.0,435.0,82.0,-19.64,11.425,-20.4625,9.4475,-21.24,15.8675,2.83,0.0275,5.489146273970332,14.800405569190698,5.403850270349911,12.934081719426873,4.917097173285153,21.120728127637996,0.49163427530190335,0.258671659771459,-14.0,27.0,-16.0,21.0,-17.0,31.0,3.0,0.0,-5.0,50.0,-7.0,49.0,-9.0,86.0,5.0,3.0,Coffeecup,0,1
