,media-pos0,media-pos1,media-pos2,media-pos3,media-pos4,media-pos5,media-pos6,media-pos7,std-pos0,std-pos1,std-pos2,std-pos3,std-pos4,std-pos5,std-pos6,std-pos7,75-pos0,75-pos1,75-pos2,75-pos3,75-pos4,75-pos5,75-pos6,75-pos7,max-pos0,max-pos1,max-pos2,max-pos3,max-pos4,max-pos5,max-pos6,max-pos7,Target,Position_right,Position_top
Cola-100_26-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,1,0
Cola-100_26-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_26-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cola,0,1
Cola-100_341-back-0,-12.345,19.7225,-9.205,18.5925,-14.5475,22.605,0.4525,0.04,15.284469651621178,24.271449315599195,18.6175860754877,22.656560707834082,13.024855504083485,27.59533895116295,0.6737050141681371,0.40473389258810766,7.0,49.25,15.0,46.0,2.0,57.0,1.0,0.0,8.0,56.0,16.0,52.0,3.0,60.0,4.0,5.0,Cola,0,0
Cola-100_341-back-1,-12.3075,19.5025,-8.85,18.1975,-14.0625,22.18,0.4625,0.0475,14.724978990330074,24.02890894136224,18.973599914996022,22.239942251011335,13.475070968050037,27.170723592708818,0.6160702934862952,0.4536057157525797,6.0,49.0,15.0,46.0,3.0,57.0,1.0,0.0,8.0,55.0,17.0,50.0,4.0,58.0,4.0,5.0,Cola,0,0
Cola-100_341-back-2,-11.185,19.29,-8.375,18.51,-15.2825,24.455,0.495,0.0375,16.36720772525978,23.691964311393196,19.6452083350194,22.576961664382296,11.30562854697182,29.764791819869856,0.6790639289116089,0.3760948928409602,9.0,49.0,17.0,46.0,-1.0,63.0,1.0,0.0,13.0,56.0,18.0,52.0,0.0,65.0,4.0,4.0,Cola,0,0
Cola-100_341-back-3,-10.4525,18.0425,-8.4975,19.3175,-16.96,25.7875,0.3475,0.03,17.274947272224686,22.121802120819083,19.590929151332574,23.668485095518783,9.976332895664282,31.424290905241612,0.5679349657428071,0.34554087492017804,12.0,44.0,15.5,47.0,-4.0,67.0,1.0,0.0,13.0,52.0,18.0,57.0,-4.0,68.0,4.0,4.0,Cola,0,0
Cola-100_341-back-4,-12.1075,18.8725,-8.7975,18.18,-14.7,22.9275,0.34,0.025,15.173547215062092,23.287163281177296,19.291628003555548,22.274941808710857,12.489393996748348,28.04690385389232,0.5614160399603951,0.35311006328336164,7.0,48.0,16.0,45.0,1.0,58.0,1.0,0.0,8.0,55.0,17.0,51.0,2.0,60.0,4.0,5.0,Cola,0,0
Cola-100_341-back-5,-12.2625,18.6575,-8.51,18.31,-14.75,23.05,0.38,0.01,15.153635716836972,23.00812091022523,19.569166581685487,22.34585516617721,12.587438540964417,28.11233284779757,0.5756983337031406,0.19999999999999973,7.0,47.0,17.0,46.0,1.0,59.0,1.0,0.0,8.0,52.0,17.0,51.0,3.0,60.0,4.0,4.0,Cola,0,0
Cola-100_341-back-6,-11.5475,18.665,-8.4525,18.07,-15.3125,23.2475,0.43,0.0375,15.928182924558365,22.99597382217326,19.516530972562947,22.09219914716258,12.041900271775567,28.343776528892622,0.5796031828967643,0.3625221452055196,9.0,47.0,17.0,45.0,0.0,60.0,1.0,0.0,9.0,52.0,17.0,51.0,1.0,61.0,4.0,4.0,Cola,0,0
Cola-100_341-back-7,-11.865,18.43,-8.395,17.885,-14.975,23.185,0.4725,0.04,15.423731836342254,22.677207485675403,19.674518843654674,21.83480413649715,12.324532862372081,28.22165710628215,0.685871561955113,0.4108796114895997,8.0,46.0,17.0,44.0,0.0,60.0,1.0,0.0,8.0,51.0,18.0,51.0,1.0,61.0,5.0,5.0,Cola,0,0
Cola-100_341-back-8,-11.305,18.415,-8.33,18.2625,-15.1825,23.1975,0.4375,0.0175,16.17516816490351,22.669860640366316,19.649206811492427,22.328457038817994,12.018540136703109,28.333115029381588,0.6535760507663498,0.22874562597677975,9.0,46.0,17.0,46.0,0.0,60.0,1.0,0.0,10.0,52.0,18.0,49.0,1.0,60.0,4.0,4.0,Cola,0,0
Cola-100_341-back-9,-10.5975,18.42,-8.4025,18.0025,-15.66,23.7975,0.45,0.035,17.706759077894766,22.699929890697966,19.51698684964514,21.968478072503103,11.619032006234635,28.968334518261468,0.5816750507471099,0.4051980548560771,12.0,46.0,17.0,45.0,-1.0,61.0,1.0,0.0,12.0,52.0,17.0,49.0,0.0,63.0,4.0,5.0,Cola,0,0
Cola-100_341-right-0,-11.635,18.545,-9.8925,18.5975,-13.7625,21.54,0.5275,0.025,16.16431215575454,22.83882669955996,17.82288084047112,22.75576973848551,13.911683258243523,26.365816708890577,0.7249535461740105,0.3531100632833614,8.0,46.0,13.0,46.0,4.0,55.0,1.0,0.0,11.0,52.0,14.0,52.0,5.0,56.0,4.0,5.0,Cola,1,0
Cola-100_341-right-1,-10.7675,17.37,-9.28,18.63,-13.89,22.3475,0.5225,0.04,16.905707649424723,21.45539407321835,18.742593524645343,22.76970022025531,13.039092946296329,27.296143360480333,0.6523477938264808,0.4108796114896028,11.0,44.0,15.0,47.0,3.0,57.0,1.0,0.0,11.0,49.0,15.0,52.0,4.0,59.0,4.0,5.0,Cola,1,0
Cola-100_341-right-2,-11.4025,20.3775,-10.1725,19.2175,-13.74,21.9775,0.475,0.0825,16.672144275312686,25.108486293679764,17.46253400812621,23.513771227588336,13.94232301043547,26.870281424084954,0.6636838030841123,0.5714105573601659,9.0,52.0,12.0,47.25,4.0,56.0,1.0,0.0,11.0,58.0,14.0,54.0,4.0,58.0,4.0,5.0,Cola,1,0
Cola-100_341-right-3,-10.9,18.5625,-9.465,17.7425,-13.9275,21.685,0.5125,0.075,16.75415633166783,22.775819164115507,18.48358412769325,21.646191067236288,13.72107552394622,26.5221480246152,0.6789670394072903,0.5658404709778979,10.0,46.0,14.0,44.0,3.0,56.0,1.0,0.0,12.0,51.0,15.0,48.0,4.0,56.0,4.0,5.0,Cola,1,0
Cola-100_341-right-4,-11.0525,19.68,-9.965,18.5525,-13.6475,21.5325,0.4625,0.125,16.644890347692794,24.215461412671175,17.73118049946931,22.738510139373663,13.998146807170183,26.365446814235536,0.6554905947452617,0.7284927963857741,10.0,50.0,13.0,47.0,4.0,55.0,1.0,0.0,11.0,56.0,13.0,51.0,5.0,56.0,4.0,5.0,Cola,1,0
Cola-100_341-right-5,-11.65,18.91,-9.8225,18.28,-13.655,21.6325,0.41,0.075,16.408399951623345,23.214849193084184,17.96281298616505,22.318083298196942,14.017031351887617,26.418692473891852,0.6307889796454158,0.5478369404149434,9.0,47.0,13.0,46.0,4.0,55.0,1.0,0.0,11.0,55.0,14.0,51.0,5.0,56.0,4.0,5.0,Cola,1,0
Cola-100_341-right-6,-11.1075,20.315,-10.305,19.18,-13.645,21.7225,0.525,0.1,16.520995793384035,24.998160834604978,17.466243131332128,23.43973448830431,14.071566987856581,26.558782277056668,0.742126592771912,0.6411143181385871,10.0,52.0,12.0,48.0,4.0,56.0,1.0,0.0,10.0,57.0,12.0,54.0,5.0,56.0,4.0,5.0,Cola,1,0
Cola-100_341-right-7,-10.765,18.655,-9.7675,18.175,-13.6575,21.4975,0.5275,0.15,17.140866321327398,22.9962615464511,18.13230252165577,22.289041667288334,13.951588109492901,26.348350663879703,0.6858715619551121,0.7931410225831598,11.0,47.0,13.0,44.0,4.0,55.0,1.0,0.0,12.0,53.0,14.0,51.0,5.0,56.0,5.0,5.0,Cola,1,0
Cola-100_341-right-8,-10.6375,18.36,-9.6325,18.14,-13.735,21.7,0.4625,0.125,17.139150210112913,22.556537710466802,18.19257728913227,22.200395128457817,13.975982800436478,26.52345630448348,0.7034421277316758,0.6932362087360677,11.0,46.0,13.0,46.0,4.0,56.0,1.0,0.0,12.0,52.0,15.0,49.0,5.0,57.0,4.0,5.0,Cola,1,0
Cola-100_341-right-9,-11.0125,17.7175,-9.3125,17.8325,-13.6975,21.565,0.455,0.2025,16.48428563609387,21.83735030678076,18.491475886232763,21.810862616370315,14.000572625238775,26.387241068896724,0.6994269046780129,0.45498492084407416,10.0,45.0,14.0,45.0,4.0,55.0,1.0,0.0,11.0,49.0,15.0,49.0,5.0,56.0,4.0,4.0,Cola,1,0
Cola-100_341-top-0,-15.3425,5.3775,-15.725,4.93,-15.315,10.69,1.5025,0.05,10.781270018324385,6.884292080062333,10.124011755973386,6.192411881672629,11.57998337812256,13.454421341480536,0.5663883291067808,0.40978018436564995,-1.0,13.0,-3.0,13.0,-1.0,28.0,2.0,0.0,1.0,18.0,0.0,15.0,1.0,31.0,5.0,4.0,Cola,0,1
Cola-100_341-top-1,-14.03,30.785,-16.89,6.0375,-15.2175,9.915,1.2225,0.045,12.443721932719605,39.388607884484706,8.736631032870262,7.539110638732994,11.50112531270947,12.543169565819111,0.5906487236818239,0.40420719766800056,2.0,86.0,-6.0,16.0,-1.0,26.0,1.0,0.0,2.0,89.0,-1.0,17.0,0.0,29.0,5.0,4.0,Cola,0,1
Cola-100_341-top-2,-15.36,7.065,-16.205,5.725,-15.325,10.33,1.7125,0.065,10.804964977750945,9.059025325586866,9.608526654027331,7.147172881671521,11.334927279921187,13.034986658718967,0.5662555636887996,0.5210121247007741,-1.0,17.0,-4.0,15.0,-1.0,27.0,2.0,0.0,1.0,23.0,0.0,16.0,1.0,30.0,5.0,7.0,Cola,0,1
Cola-100_341-top-3,-15.25,7.3875,-15.815,5.565,-15.31,10.37,1.255,0.0425,10.775796698444879,9.404437908825429,10.030568566358124,6.949569503985634,11.395109534500227,13.04659473139307,0.6131189011663384,0.36196864955151364,-2.0,19.0,-3.0,14.0,-1.0,27.0,1.0,0.0,1.0,23.0,0.0,16.0,0.0,30.0,5.0,4.0,Cola,0,1
Cola-100_341-top-4,-17.255,17.8875,-18.2475,7.5375,-18.05,13.21,1.265,0.065,11.102167369516179,31.677808520028275,9.44453502585689,16.655994390092893,11.27187375038464,23.70824967720914,0.5836322184527152,0.46509761284453477,-1.5,25.25,-5.0,10.0,-5.25,30.0,2.0,0.0,2.0,86.0,2.0,86.0,3.0,82.0,5.0,4.0,Cola,0,1
Cola-100_341-top-5,-17.3425,20.55,-18.3675,9.815,-17.7,13.095,1.3425,0.0225,11.063507433985519,34.75193148379862,9.3713392184291,20.04170526364176,10.931548237425897,23.97745338180634,0.6680640117604945,0.259155656190134,-1.0,35.0,-6.0,16.0,-3.5,27.0,2.0,0.0,2.0,86.0,3.0,86.0,5.0,82.0,5.0,4.0,Cola,0,1
Cola-100_341-top-6,-17.2625,19.985,-18.4125,7.235,-17.8325,11.765,1.28,0.1475,11.167155284263622,33.99159228198435,9.1778497517209,14.017882420997855,10.737676097271903,21.652872609207733,0.554408171884788,0.43151972513774917,-0.75,31.25,-6.0,16.0,-1.75,26.0,2.0,0.0,2.0,86.0,2.0,72.0,2.0,82.0,5.0,4.0,Cola,0,1
Cola-100_341-top-7,-14.0225,31.27,-16.82,6.055,-14.91,9.9075,1.2875,0.0775,12.469591835797154,39.702175719880124,8.778967803177274,7.471045193995775,11.717514684263916,12.512007015218265,0.5836912614745953,0.5312242917264792,2.0,86.0,-6.0,16.0,0.0,26.0,2.0,0.0,2.0,89.0,0.0,17.0,1.0,29.0,5.0,4.0,Cola,0,1
Cola-100_341-top-8,-15.53,10.2475,-16.0,6.005,-15.4925,9.8825,1.335,0.085,10.489479154482826,13.05362925940923,9.823760260926587,7.492684820178683,11.407685214577398,12.524610109539903,0.6072040364281464,0.6699979426145815,-3.0,26.0,-4.0,16.0,-1.0,26.0,2.0,0.0,1.0,31.0,0.0,17.0,0.0,28.0,5.0,8.0,Cola,0,1
Cola-100_341-top-9,-15.5,4.8075,-15.35,5.1975,-15.2075,10.1475,1.285,0.05,10.624839671501533,6.211029380457982,10.635802778910508,6.518029266103701,11.284182544128946,12.86076365752194,0.6283008075451635,0.409780184365649,-2.0,12.0,-2.0,13.0,-1.0,26.0,2.0,0.0,0.0,15.0,0.0,15.0,1.0,30.0,5.0,4.0,Cola,0,1
Cola-100_657-back-0,-12.195,18.68,-9.7275,17.95,-14.855,23.05,0.2025,0.0325,15.105376725359568,22.983869248106064,18.125384621275554,21.926797786108374,12.564579046531678,28.143785845267075,0.5070863747712964,0.37656107819852425,7.0,47.0,13.0,45.0,1.0,59.0,0.0,0.0,9.0,52.0,14.0,49.0,2.0,61.0,4.0,5.0,Cola,0,0
Cola-100_657-back-1,-11.6125,17.96,-9.755,18.1225,-14.9525,23.2075,0.2675,0.225,16.046528329472714,22.084104445798264,18.429163305760152,22.00222120821531,12.24459345679982,28.348696004629733,0.5354067621934807,0.6247806632675037,9.0,45.0,14.0,46.0,0.0,60.0,0.0,0.0,10.0,51.0,14.0,49.0,1.0,61.0,4.0,5.0,Cola,0,0
Cola-100_657-back-2,-12.265,18.2125,-9.57,17.52,-14.63,23.0025,0.2625,0.53,15.182095212374199,22.42318759911856,18.362544966428537,21.355907542584553,12.7659910040619,28.048695460619946,0.5826168173763299,0.6082968540578216,7.0,46.0,14.0,44.0,1.0,59.0,0.0,1.0,8.0,51.0,15.0,47.0,3.0,61.0,5.0,4.0,Cola,0,0
Cola-100_657-back-3,-12.2225,19.7925,-9.17,17.14,-15.16,24.0675,0.2,0.2075,15.09329362767875,24.306201313775215,18.723046792736664,20.955864827696693,12.183204676540344,29.390260500388496,0.43643578047198683,0.5876282987942831,7.0,50.0,15.0,43.0,0.0,62.0,0.0,0.0,9.0,57.0,16.0,48.0,2.0,63.0,4.0,5.0,Cola,0,0
Cola-100_657-back-4,-12.9025,19.4,-9.825,18.1075,-14.5875,22.985,0.2,0.025,14.180822722349559,23.847888890031186,18.012787855181845,22.03746965788745,12.876601294683947,28.018160508779747,0.500626174321762,0.3531100632833616,5.0,49.0,13.0,45.0,1.25,58.0,0.0,0.0,6.0,55.0,14.0,50.0,3.0,61.0,4.0,5.0,Cola,0,0
Cola-100_657-back-5,-12.26,19.63,-9.685,17.8625,-14.7725,23.155,0.2225,0.0,15.228169386276996,24.134400203505262,18.215110502727338,21.882657986437103,12.593738498691817,28.271437183153598,0.5134714034934275,0.0,7.0,50.0,14.0,45.0,1.0,60.0,0.0,0.0,9.0,54.0,14.0,48.0,4.0,61.0,4.0,0.0,Cola,0,0
Cola-100_657-back-6,-12.0825,18.7975,-9.95,18.0475,-14.61,22.9825,0.295,0.0325,15.235517590177265,23.104242224577142,17.994499298744895,22.12938131859679,12.85597488429272,28.1265880643272,0.6473195164607528,0.4084861102358806,7.0,47.0,13.0,45.0,1.0,59.0,0.0,0.0,9.0,52.0,14.0,50.0,4.0,61.0,4.0,7.0,Cola,0,0
Cola-100_657-back-7,-12.01,18.625,-9.6325,18.1675,-14.8125,23.3175,0.35,0.05,15.791717635034507,22.870878156930768,18.254877296568726,22.016841212864403,12.589622322594268,28.39740702183747,0.730639847302464,0.439297685106978,8.0,47.0,14.0,46.0,1.0,60.0,1.0,0.0,8.0,52.0,14.0,49.0,2.0,61.0,5.0,5.0,Cola,0,0
Cola-100_657-back-8,-10.73,16.9275,-8.9225,17.2675,-16.6475,26.0475,0.4675,0.0225,16.89291349400069,20.88030679323107,18.887120002928175,21.231412481035136,10.392220135676975,31.83542019035923,0.7877150420479953,0.31976455937702775,11.0,42.0,15.0,44.0,-4.0,68.0,1.0,0.0,11.0,46.0,16.0,47.0,0.0,69.0,5.0,5.0,Cola,0,0
Cola-100_657-back-9,-11.9125,18.69,-8.815,16.5725,-16.83,26.3825,0.4925,0.075,16.24791773819239,23.00558720412314,19.358270366407886,20.18025893979539,10.202515783903557,32.120640289095476,0.5574231349508619,0.6126281769621937,9.0,47.0,16.0,42.0,-5.0,68.0,1.0,0.0,9.0,52.0,17.0,44.0,1.0,69.0,4.0,6.0,Cola,0,0
Cola-100_657-right-0,-10.6225,17.98,-10.4325,19.9625,-15.06,24.0975,0.295,0.0675,17.85081574626261,22.21324313165595,17.39171132485293,24.281475839048696,12.28285681055393,29.53173381305304,0.5734082249856569,0.532590726736309,12.0,45.0,12.0,50.0,0.0,63.0,1.0,0.0,13.0,52.0,12.0,54.0,5.0,63.0,4.0,5.0,Cola,1,0
Cola-100_657-right-1,-9.6925,17.9575,-9.7725,18.45,-15.0825,24.2275,0.4275,0.035,18.29329262702165,22.007761076925668,18.385478189883365,22.631016487735806,12.247886370773436,29.47903113981805,0.5792950084084225,0.37965160126866804,13.0,45.0,14.0,46.0,0.0,62.0,1.0,0.0,14.0,51.0,14.0,51.0,4.0,63.0,4.0,5.0,Cola,1,0
Cola-100_657-right-2,-9.375,16.22,-9.54,17.7925,-15.1775,23.545,0.4875,0.03,19.216987446431105,19.995402980457232,18.708779920542312,21.867554013797836,12.11540140184462,28.780788896828465,0.60890941583435,0.3455408749201781,15.0,41.0,14.0,45.0,0.0,61.0,1.0,0.0,16.0,46.0,15.0,48.0,1.0,62.0,4.0,4.0,Cola,1,0
Cola-100_657-right-3,-10.645,17.73,-10.225,19.245,-14.3375,23.265,0.4975,0.0475,17.73853472063253,21.804717707086084,17.96695309474515,23.547530453875485,13.039119615636517,28.359220519456635,0.583820061886926,0.43093853395829695,12.0,45.0,13.0,49.0,2.0,60.0,1.0,0.0,13.0,49.0,13.0,53.0,5.0,61.0,4.0,5.0,Cola,1,0
Cola-100_657-right-4,-10.835,18.0175,-10.2875,20.14,-14.34,23.29,0.3875,0.055,17.017101084594564,22.160661792412633,17.443782779090945,24.92204185908666,13.084816814831397,28.43593511764713,0.5505465500385934,0.4717322633876126,11.0,46.0,12.0,52.0,2.0,60.0,1.0,0.0,11.0,51.0,13.0,55.0,5.0,61.0,4.0,5.0,Cola,1,0
Cola-100_657-right-5,-11.5275,18.7175,-9.99,19.77,-15.705,25.6575,0.5775,0.0225,16.61020744085005,22.926879383065152,17.923672757355877,24.061473068279472,11.616597537397256,31.14023891928036,0.6965678480358479,0.31976455937702725,9.0,45.0,13.0,49.25,-3.0,64.25,1.0,0.0,12.0,55.0,13.0,54.0,5.0,69.0,4.0,5.0,Cola,1,0
Cola-100_657-right-6,2.645,38.7575,5.96,42.825,-4.3725,50.49,0.4375,0.035,12.866539729528235,18.414707365810084,14.459290359289286,20.514665577566667,9.704079897994754,24.168682484417378,0.5261042808091513,0.37965160126866937,9.0,49.0,13.0,54.0,0.0,63.0,1.0,0.0,10.0,54.0,13.0,57.0,5.0,63.0,4.0,5.0,Cola,1,0
Cola-100_657-right-7,-11.0125,19.2875,-10.195,18.955,-14.52,23.17,0.4575,0.05,17.128362319245525,23.756278025272326,17.474563683819078,23.217571234629368,12.288699293489703,28.305637650599095,0.6665617085298222,0.42773519084090783,11.0,50.0,12.0,49.0,1.0,60.0,1.0,0.0,11.0,54.0,13.0,53.0,2.0,60.0,4.0,4.0,Cola,1,0
Cola-100_657-right-8,-10.6975,18.6775,-9.955,18.445,-14.35,22.425,0.445,0.02,17.199288723126166,23.115239117271194,18.154667578538007,22.490587839213653,13.205812497126908,27.440971051159497,0.5812224607430283,0.28248805062668914,11.0,47.25,13.0,47.0,2.0,58.0,1.0,0.0,13.0,52.0,14.0,50.0,3.0,59.0,4.0,4.0,Cola,1,0
Cola-100_657-right-9,-10.9025,18.4525,-9.9725,18.6175,-13.7875,21.8325,0.45,0.055,16.665303014388943,22.742047964377257,17.73988451220202,22.798148668406586,13.900554207231087,26.663303868480995,0.6352234031660229,0.49252558678111674,10.0,47.0,13.0,47.0,4.0,56.0,1.0,0.0,11.0,52.0,13.0,52.0,4.0,57.0,4.0,5.0,Cola,1,0
Cola-100_657-top-0,-17.6925,4.5875,-17.4375,10.73,-17.785,11.3925,1.8225,0.025,10.460233504200868,13.922893418858019,10.802213351124298,21.38212074887095,11.16491887717213,22.619960217706677,0.4864002601074373,0.26372120161346685,-5.0,2.0,-3.5,14.25,-3.5,19.0,2.0,0.0,2.0,65.0,2.0,86.0,3.0,82.0,5.0,4.0,Cola,0,1
Cola-100_657-top-1,-18.3575,6.555,-18.2575,8.4425,-18.03,10.1825,3.4275,0.0525,9.357542559715805,12.429529678151592,9.415829137461234,14.920396755729197,10.258762377294032,19.23132349210896,1.1696854963625893,0.30819020589161916,-6.0,14.5,-4.0,21.0,-2.75,22.0,4.0,0.0,4.0,58.0,3.0,71.0,2.0,81.0,9.0,3.0,Cola,0,1
Cola-100_657-top-2,-17.9425,7.0,-17.9275,10.9825,-17.6925,12.4325,4.0975,0.095,10.017237962181936,14.810752715172006,9.97451608740723,21.21703561411499,10.565368487572771,23.435838796600635,0.4884569843537,0.3553740660445604,-4.0,11.0,-3.0,22.0,-2.0,23.0,4.0,0.0,2.0,72.0,2.0,86.0,2.0,82.0,8.0,3.0,Cola,0,1
Cola-100_657-top-3,-17.9425,7.2725,-18.1075,10.265,-17.8275,12.5425,4.135,0.085,10.078846741025197,14.419015700957521,9.712712582707512,20.238546685219767,10.452074358517969,23.343102725690688,0.5723582662654632,0.3848965619598595,-4.0,14.0,-4.0,19.0,-2.0,25.0,4.0,0.0,3.0,66.0,4.0,87.0,2.0,82.0,9.0,4.0,Cola,0,1
Cola-100_657-top-4,-17.9575,8.85,-18.0575,11.095,-18.175,12.3875,4.1125,0.0675,10.038307266763336,17.941075929658787,9.796382829460693,21.52694819863858,10.880502669723752,23.557689947002498,0.5103870957113582,0.28836024183767417,-4.0,15.0,-4.75,22.0,-2.75,23.0,4.0,0.0,4.0,79.0,3.0,87.0,2.0,82.0,8.0,3.0,Cola,0,1
Cola-100_657-top-5,-18.3125,8.0175,-17.4875,20.48,-17.7625,12.25,4.0775,0.0475,9.515840572672037,17.896729479577104,10.782183566242113,34.66610660816162,10.711813624583737,23.224468559035405,0.38322434976869363,0.27464946900925685,-6.0,11.0,-3.5,29.25,-1.75,23.0,4.0,0.0,2.0,86.0,2.0,88.0,2.0,82.0,8.0,2.0,Cola,0,1
Cola-100_657-top-6,-18.1025,8.7325,-17.835,13.3225,-17.8025,11.7725,5.97,0.03,9.836100137492805,18.368845362457424,10.347000824643038,23.99996854112383,10.643152045501429,23.157859570775432,0.30714140000820206,0.1848931141474652,-5.0,13.0,-4.5,28.25,-2.75,19.0,6.0,0.0,2.0,85.0,2.0,87.0,2.0,82.0,8.0,2.0,Cola,0,1
